AGE,EMPLOYER,EDUCATION,MARRIAGE,JOB,RACE,GENDER,COUNTRY,SALARY
39, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Female, United-States,114257
50, Private, Assoc-acdm, Divorced, Craft-repair, Black, Male, United-States,65716
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,199865
41, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,61792
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,147186
35, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,172399
23, Self-emp-inc, Assoc-voc, Never-married, Craft-repair, White, Male, United-States,147316
53, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,122604
53, Private, Some-college, Divorced, Craft-repair, White, Male, United-States,34706
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,97393
49, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,85221
43, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,53512
53, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,185689
41, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,56842
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,71055
25, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States,163285
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, White, Male, United-States,79205
39, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,53310
44, Private, Some-college, Never-married, Craft-repair, White, Male, United-States,167860
27, Private, Some-college, Divorced, Craft-repair, White, Female, United-States,16137
26, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,55439
47, Private, HS-grad, Separated, Craft-repair, Black, Male, United-States,184762
26, Private, HS-grad, Separated, Craft-repair, Black, Female, United-States,88255
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Black, Male, United-States,89815
34, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,27474
33, Private, 9th, Divorced, Craft-repair, White, Male, United-States,98380
18, Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States,76861
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,179943
60, Private, Some-college, Divorced, Craft-repair, White, Male, United-States,62656
54, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,148722
40, Private, 12th, Married-civ-spouse, Craft-repair, White, Male, United-States,133297
35, Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States,61057
31, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,42188
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,191854
36, Private, HS-grad, Never-married, Craft-repair, Black, Male, United-States,139567
59, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,186035
51, Private, 10th, Divorced, Craft-repair, Black, Female, United-States,122531
46, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States,67739
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,120357
36, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,178967
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,129391
30, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,78836
45, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,143735
40, Private, Some-college, Never-married, Craft-repair, White, Male, United-States,30705
39, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Black, Male, United-States,133923
59, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, White, Male, United-States,37086
38, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,117911
34, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,26112
39, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,64142
37, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,33022
44, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, United-States,129580
42, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,76972
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,75329
40, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,51775
30, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,68812
35, Private, Some-college, Married-civ-spouse, Craft-repair, Other, Male, United-States,151646
41, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,109483
42, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,150504
41, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,148831
37, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,119186
46, Private, 9th, Separated, Craft-repair, White, Female, United-States,133081
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,150462
29, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,157024
24, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,155734
32, Private, HS-grad, Separated, Craft-repair, Black, Male, United-States,40970
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,99904
25, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,65081
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,73551
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,73754
23, Private, HS-grad, Never-married, Craft-repair, White, Female, United-States,92191
20, Private, 12th, Never-married, Craft-repair, White, Male, United-States,118241
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,19468
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,166157
27, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,32547
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,135167
41, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,143998
43, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Amer-Indian-Eskimo, Male, United-States,120907
21, Private, 12th, Married-civ-spouse, Craft-repair, White, Male, United-States,19273
29, Private, Some-college, Divorced, Craft-repair, White, Male, United-States,32611
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Black, Male, United-States,75017
45, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,83530
45, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,98489
37, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,14601
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,44140
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,129982
41, Private, HS-grad, Divorced, Craft-repair, White, Female, United-States,60735
34, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,44935
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,122222
23, Private, HS-grad, Separated, Craft-repair, White, Male, United-States,167322
47, Private, Bachelors, Divorced, Craft-repair, White, Female, United-States,170921
43, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,194242
17, Private, 11th, Never-married, Craft-repair, White, Male, United-States,184318
43, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,175330
41, Private, Some-college, Divorced, Craft-repair, White, Male, United-States,23434
28, Private, 10th, Never-married, Craft-repair, White, Male, United-States,69038
31, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,171866
33, Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States,116080
54, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,198090
21, Private, Assoc-voc, Never-married, Craft-repair, Black, Male, United-States,179363
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,106168
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,195338
27, Local-gov, HS-grad, Never-married, Craft-repair, Black, Male, United-States,87378
29, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,147431
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male, United-States,175441
25, Private, 12th, Never-married, Craft-repair, White, Male, United-States,39348
17, Private, 10th, Never-married, Craft-repair, White, Male, United-States,42644
45, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,173025
29, Private, HS-grad, Never-married, Craft-repair, Black, Male, United-States,72294
25, Local-gov, Bachelors, Never-married, Craft-repair, White, Male, United-States,127959
36, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,82942
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,56006
29, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,140858
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,91689
50, Private, Some-college, Divorced, Craft-repair, White, Male, United-States,39486
55, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,124426
28, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,106872
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,97751
48, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,79006
27, Private, Some-college, Never-married, Craft-repair, White, Male, United-States,101777
51, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,47490
51, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,191063
38, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,140553
35, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,124914
51, Private, 9th, Married-civ-spouse, Craft-repair, White, Male, United-States,22302
32, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,184363
26, Private, 12th, Married-civ-spouse, Craft-repair, White, Male, United-States,79964
50, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,195583
47, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,123141
29, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,125769
32, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,138950
32, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,97855
24, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,184521
29, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,164819
27, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,172503
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Black, Female, United-States,171919
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,51497
48, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,129983
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States,114230
24, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,160474
59, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,190628
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States,45230
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,47123
23, Private, 10th, Never-married, Craft-repair, White, Male, United-States,63426
22, Private, Some-college, Never-married, Craft-repair, White, Male, United-States,14475
31, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,162590
56, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,146295
19, Private, Some-college, Never-married, Craft-repair, White, Male, United-States,73498
37, Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States,59905
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Black, Male, United-States,137455
41, Private, HS-grad, Divorced, Craft-repair, White, Female, United-States,188443
37, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,30055
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,105280
25, Local-gov, HS-grad, Never-married, Craft-repair, White, Male, United-States,48133
60, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,62825
46, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,22217
35, Self-emp-not-inc, Bachelors, Separated, Craft-repair, White, Male, United-States,157354
22, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,62753
42, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,102808
28, Private, Some-college, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, United-States,48835
54, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,169172
52, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,113770
58, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,35207
61, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,94557
38, Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States,178823
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,100520
31, Private, 12th, Married-civ-spouse, Craft-repair, White, Male, United-States,113098
56, Private, Some-college, Widowed, Craft-repair, White, Female, United-States,65284
35, Private, HS-grad, Separated, Craft-repair, White, Male, United-States,192825
34, Private, Some-college, Divorced, Craft-repair, White, Male, United-States,135895
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male, United-States,70916
29, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,154013
47, Private, Bachelors, Widowed, Craft-repair, Black, Female, United-States,183764
38, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,75499
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,163189
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,21728
41, Private, Some-college, Never-married, Craft-repair, White, Female, United-States,100347
44, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,95857
21, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,149782
57, Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States,134641
31, Private, Some-college, Never-married, Craft-repair, White, Male, United-States,120213
66, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States,12636
39, Local-gov, HS-grad, Divorced, Craft-repair, White, Female, United-States,166936
61, Private, 9th, Married-civ-spouse, Craft-repair, White, Male, United-States,108041
56, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States,44799
29, Private, HS-grad, Never-married, Craft-repair, Black, Male, United-States,86543
21, Private, Some-college, Never-married, Craft-repair, White, Male, United-States,79759
33, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,85787
56, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,74745
47, Private, HS-grad, Divorced, Craft-repair, Black, Male, United-States,12945
53, Private, Some-college, Separated, Craft-repair, White, Male, United-States,170313
39, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,134362
45, Private, Assoc-acdm, Divorced, Craft-repair, White, Female, United-States,180646
28, Private, Bachelors, Never-married, Craft-repair, White, Male, United-States,138775
27, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,100115
35, Private, 11th, Divorced, Craft-repair, Black, Male, United-States,187459
51, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,69905
52, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,193373
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,25182
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,187076
24, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States,92979
26, Private, Assoc-acdm, Separated, Craft-repair, Other, Female, United-States,188030
35, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,88508
43, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,29209
35, Private, Some-college, Separated, Craft-repair, White, Male, United-States,90457
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,10875
29, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,37192
56, Private, 9th, Married-civ-spouse, Craft-repair, White, Male, United-States,148141
36, Private, Some-college, Separated, Craft-repair, White, Male, United-States,151607
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,24229
32, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,151586
59, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States,199315
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,150415
60, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,66648
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, United-States,180450
45, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,105213
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male, United-States,10627
30, Private, 7th-8th, Never-married, Craft-repair, White, Male, United-States,43012
26, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,70459
64, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,106845
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, United-States,39585
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,81152
53, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,129321
28, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,115914
36, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,27184
46, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,185444
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,130991
25, Private, HS-grad, Separated, Craft-repair, Black, Male, United-States,36044
56, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States,22508
42, Private, HS-grad, Divorced, Craft-repair, White, Female, United-States,64276
72, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,131013
52, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States,125907
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,45139
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,198826
23, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,179192
53, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,29532
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,54298
42, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,111611
54, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,149478
27, Private, HS-grad, Never-married, Craft-repair, Black, Male, United-States,58203
46, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,79749
62, Private, HS-grad, Widowed, Craft-repair, Black, Female, United-States,66126
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,113522
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,28317
32, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,39353
47, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,32222
30, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,160403
58, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,56600
41, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,146502
54, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,44711
42, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,110970
21, State-gov, Some-college, Never-married, Craft-repair, White, Male, United-States,128609
38, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,124472
38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,116399
46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States,128827
37, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,44626
38, Private, Assoc-acdm, Never-married, Craft-repair, White, Male, United-States,129404
35, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,139353
35, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,27179
57, State-gov, Some-college, Divorced, Craft-repair, White, Female, United-States,68763
32, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,76459
52, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,96218
33, Private, HS-grad, Divorced, Craft-repair, White, Female, United-States,41025
27, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,39279
39, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,76973
17, Private, 11th, Never-married, Craft-repair, White, Male, United-States,10936
27, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,189479
29, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,131803
45, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,63610
49, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,16596
47, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,96945
26, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,12642
55, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,142496
59, Private, HS-grad, Separated, Craft-repair, Amer-Indian-Eskimo, Female, United-States,29991
35, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States,192261
29, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,34495
46, Private, HS-grad, Divorced, Craft-repair, White, Female, United-States,19430
27, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,57593
23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,104345
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,55857
55, Private, HS-grad, Divorced, Craft-repair, Black, Male, United-States,100827
28, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,151232
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,141587
42, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,107900
39, Private, Some-college, Never-married, Craft-repair, White, Male, United-States,140271
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,39721
44, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,74194
18, Self-emp-not-inc, 11th, Never-married, Craft-repair, White, Male, United-States,146894
53, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,143291
27, Private, Bachelors, Never-married, Craft-repair, White, Male, United-States,138333
36, Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States,109251
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States,144526
26, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,13599
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,23384
32, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,22349
40, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,64401
53, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,139526
27, Private, HS-grad, Never-married, Craft-repair, Black, Male, United-States,124859
42, Private, 9th, Separated, Craft-repair, Black, Male, United-States,134184
41, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,190408
55, Private, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, United-States,103864
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,17346
26, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,150155
57, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,151262
32, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,31751
38, Self-emp-inc, Bachelors, Never-married, Craft-repair, White, Female, United-States,145181
22, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,14793
22, Private, 11th, Never-married, Craft-repair, White, Male, United-States,72606
21, Private, Some-college, Divorced, Craft-repair, White, Male, United-States,69924
34, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,81798
26, Private, HS-grad, Never-married, Craft-repair, White, Male, United-States,56612
53, Private, HS-grad, Widowed, Craft-repair, White, Male, United-States,75398
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States,107997
59, Private, Assoc-voc, Never-married, Craft-repair, Asian-Pac-Islander, Male, United-States,50492
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,92386
53, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States,133590
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,35326
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male, United-States,48540
34, Private, HS-grad, Divorced, Craft-repair, Amer-Indian-Eskimo, Male, United-States,195646
33, Private, HS-grad, Never-married, Craft-repair, Asian-Pac-Islander, Male, United-States,146919
43, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,84798
59, Private, HS-grad, Divorced, Craft-repair, White, Male, United-States,190291
43, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,117159
32, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States,47915
33, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,170418
34, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,37446
27, Private, 10th, Never-married, Craft-repair, White, Male, United-States,119856
58, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States,98189
45, Private, Some-college, Separated, Craft-repair, White, Male, United-States,22869
25, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,180810
58, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States,87173
58, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,47784
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,177894
33, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,85171
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,172376
30, Federal-gov, Some-college, Never-married, Craft-repair, White, Male, United-States,142902
59, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States,194173
45, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,82709
39, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,178234
34, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,79725
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male, United-States,188577
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,163733
52, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Black, Male, United-States,199712
19, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,24709
31, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,33223
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,45874
70, Private, 10th, Widowed, Craft-repair, White, Male, United-States,126702
34, Private, 11th, Married-spouse-absent, Craft-repair, Black, Male, United-States,176921
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,152044
24, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,164487
40, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States,140517
32, Private, Bachelors, Divorced, Craft-repair, White, Male, United-States,19845
31, Private, Some-college, Divorced, Craft-repair, White, Male, United-States,46641
25, Private, Assoc-voc, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States,34328
