17 - 29, *, *, married, *, *, male, *, 99793
17 - 37, *, *, married, *, *, female, *, 55935
17 - 37, *, *, married, *, *, female, *, 69808
17 - 37, *, *, married, *, *, female, *, 12650
17 - 37, *, *, married, *, *, female, *, 45129
17 - 37, *, *, married, *, *, female, *, 20039
17 - 37, *, *, married, *, *, female, *, 29583
17 - 37, *, *, married, *, *, female, *, 39350
17 - 37, *, *, married, *, *, female, *, 48808
17 - 37, *, *, married, *, *, female, *, 99886
17 - 37, *, *, married, *, *, female, *, 31556
17 - 37, *, *, married, *, *, female, *, 38497
17 - 37, *, *, married, *, *, female, *, 36164
17 - 37, *, *, married, *, *, female, *, 55413
17 - 37, *, *, married, *, *, female, *, 96440
17 - 37, *, *, married, *, *, female, *, 51081
17 - 37, *, *, married, *, *, female, *, 47029
17 - 37, *, *, married, *, *, female, *, 74771
17 - 37, *, *, married, *, *, female, *, 81380
17 - 37, *, *, married, *, *, female, *, 42555
17 - 37, *, *, married, *, *, female, *, 69763
17 - 37, *, *, married, *, *, female, *, 96274
17 - 37, *, *, married, *, *, female, *, 46653
17 - 37, *, *, married, *, *, female, *, 88515
17 - 37, *, *, married, *, *, female, *, 54041
17 - 37, *, *, married, *, *, female, *, 41092
17 - 37, *, *, married, *, *, female, *, 58339
17 - 37, *, *, married, *, *, female, *, 32030
17 - 37, *, *, married, *, *, female, *, 52208
17 - 37, *, *, married, *, *, female, *, 95624
17 - 37, *, *, married, *, *, female, *, 88699
17 - 37, *, *, married, *, *, female, *, 61893
17 - 37, *, *, married, *, *, female, *, 55872
17 - 37, *, *, married, *, *, female, *, 58024
17 - 37, *, *, married, *, *, female, *, 89896
17 - 37, *, *, married, *, *, female, *, 59501
17 - 37, *, *, married, *, *, female, *, 83526
17 - 37, *, *, married, *, *, female, *, 89422
17 - 37, *, *, married, *, *, female, *, 89296
17 - 37, *, *, married, *, *, female, *, 80908
17 - 37, *, *, married, *, *, female, *, 37252
17 - 37, *, *, married, *, *, female, *, 79100
17 - 37, *, *, married, *, *, female, *, 51957
17 - 37, *, *, married, *, *, female, *, 53622
17 - 37, *, *, married, *, *, female, *, 82084
17 - 37, *, *, married, *, *, female, *, 66618
17 - 37, *, *, married, *, *, female, *, 62027
17 - 37, *, *, married, *, *, female, *, 126313
17 - 37, *, *, married, *, *, female, *, 69313
17 - 37, *, *, married, *, *, female, *, 12334
17 - 37, *, *, married, *, *, female, *, 80357
17 - 37, *, *, married, *, *, female, *, 57533
17 - 37, *, *, married, *, *, female, *, 74464
17 - 37, *, *, married, *, *, female, *, 66145
17 - 37, *, *, married, *, *, female, *, 37219
17 - 37, *, *, married, *, *, female, *, 37855
17 - 37, *, *, married, *, *, female, *, 62336
17 - 37, *, *, married, *, *, female, *, 52848
17 - 37, *, *, married, *, *, female, *, 93828
17 - 37, *, *, married, *, *, female, *, 65209
17 - 37, *, *, married, *, *, female, *, 51486
17 - 37, *, *, married, *, *, female, *, 91164
17 - 37, *, *, married, *, *, female, *, 55506
17 - 37, *, *, married, *, *, female, *, 59171
17 - 37, *, *, married, *, *, female, *, 91884
17 - 37, *, *, married, *, *, female, *, 86984
17 - 37, *, *, married, *, *, female, *, 54856
17 - 37, *, *, married, *, *, female, *, 49605
17 - 37, *, *, married, *, *, female, *, 89679
17 - 37, *, *, married, *, *, female, *, 87536
17 - 37, *, *, married, *, *, female, *, 88086
17 - 37, *, *, married, *, *, female, *, 43630
17 - 37, *, *, married, *, *, female, *, 67636
17 - 37, *, *, married, *, *, female, *, 41595
17 - 37, *, *, married, *, *, female, *, 80899
17 - 37, *, *, married, *, *, female, *, 82063
17 - 37, *, *, married, *, *, female, *, 41492
17 - 37, *, *, married, *, *, female, *, 66323
17 - 37, *, *, married, *, *, female, *, 71412
17 - 37, *, *, married, *, *, female, *, 35374
17 - 37, *, *, married, *, *, female, *, 78845
17 - 37, *, *, married, *, *, female, *, 49406
17 - 37, *, *, married, *, *, female, *, 55198
17 - 37, *, *, married, *, *, female, *, 46584
17 - 37, *, *, married, *, *, female, *, 56714
17 - 37, *, *, married, *, *, female, *, 63714
17 - 37, *, *, married, *, *, female, *, 62806
17 - 37, *, *, married, *, *, female, *, 45454
17 - 37, *, *, married, *, *, female, *, 75144
17 - 37, *, *, married, *, *, female, *, 70329
17 - 37, *, *, married, *, *, female, *, 37135
17 - 37, *, *, married, *, *, female, *, 82432
17 - 37, *, *, married, *, *, female, *, 67986
17 - 37, *, *, married, *, *, female, *, 74445
17 - 37, *, *, married, *, *, female, *, 54557
17 - 37, *, *, married, *, *, female, *, 86555
17 - 37, *, *, married, *, *, female, *, 70489
17 - 37, *, *, married, *, *, female, *, 75410
17 - 37, *, *, married, *, *, female, *, 36565
17 - 37, *, *, married, *, *, female, *, 55507
17 - 37, *, *, married, *, *, female, *, 38622
17 - 37, *, *, married, *, *, female, *, 49550
17 - 37, *, *, married, *, *, female, *, 70003
17 - 37, *, *, married, *, *, female, *, 45109
17 - 37, *, *, married, *, *, female, *, 52802
17 - 37, *, *, married, *, *, female, *, 76650
17 - 37, *, *, married, *, *, female, *, 84152
17 - 37, *, *, married, *, *, female, *, 62955
17 - 37, *, *, married, *, *, female, *, 84562
17 - 37, *, *, married, *, *, female, *, 135180
17 - 37, *, *, married, *, *, female, *, 68450
17 - 37, *, *, married, *, *, female, *, 58234
17 - 37, *, *, married, *, *, female, *, 92390
17 - 37, *, *, married, *, *, female, *, 89251
17 - 37, *, *, married, *, *, female, *, 65881
17 - 37, *, *, married, *, *, female, *, 49158
17 - 37, *, *, married, *, *, female, *, 87433
17 - 37, *, *, married, *, *, female, *, 83456
17 - 37, *, *, married, *, *, female, *, 82785
17 - 37, *, *, married, *, *, female, *, 53014
17 - 37, *, *, married, *, *, female, *, 65800
17 - 37, *, *, married, *, *, female, *, 55180
17 - 37, *, *, married, *, *, female, *, 38408
17 - 37, *, *, married, *, *, female, *, 65764
17 - 37, *, *, married, *, *, female, *, 77180
17 - 37, *, *, married, *, *, female, *, 86579
17 - 37, *, *, married, *, *, female, *, 63018
17 - 37, *, *, married, *, *, female, *, 101504
17 - 37, *, *, married, *, *, female, *, 101297
17 - 37, *, *, married, *, *, female, *, 74712
17 - 37, *, *, married, *, *, female, *, 105460
17 - 37, *, *, married, *, *, female, *, 95585
17 - 37, *, *, married, *, *, female, *, 76447
17 - 37, *, *, married, *, *, female, *, 77592
17 - 37, *, *, married, *, *, female, *, 128288
17 - 37, *, *, married, *, *, female, *, 54423
17 - 37, *, *, married, *, *, female, *, 82881
17 - 37, *, *, married, *, *, female, *, 35079
17 - 37, *, *, married, *, *, female, *, 40850
17 - 37, *, *, married, *, *, female, *, 49551
17 - 37, *, *, married, *, *, female, *, 83991
17 - 37, *, *, married, *, *, female, *, 91614
17 - 37, *, *, married, *, *, female, *, 42334
17 - 37, *, *, married, *, *, female, *, 66104
17 - 37, *, *, married, *, *, female, *, 76852
17 - 37, *, *, married, *, *, female, *, 71808
17 - 37, *, *, married, *, *, female, *, 61039
17 - 37, *, *, married, *, *, female, *, 63893
17 - 37, *, *, married, *, *, female, *, 67884
17 - 37, *, *, married, *, *, female, *, 52808
17 - 37, *, *, married, *, *, female, *, 59799
17 - 37, *, *, married, *, *, female, *, 94471
17 - 37, *, *, married, *, *, female, *, 94514
17 - 37, *, *, married, *, *, female, *, 24170
17 - 37, *, *, married, *, *, female, *, 99051
17 - 37, *, *, married, *, *, female, *, 42228
17 - 37, *, *, married, *, *, female, *, 97375
17 - 37, *, *, married, *, *, female, *, 79482
17 - 37, *, *, married, *, *, female, *, 55449
17 - 37, *, *, married, *, *, female, *, 52444
17 - 37, *, *, married, *, *, female, *, 70212
17 - 37, *, *, married, *, *, female, *, 59963
17 - 37, *, *, married, *, *, female, *, 56875
17 - 37, *, *, married, *, *, female, *, 83435
17 - 37, *, *, married, *, *, female, *, 92823
17 - 37, *, *, married, *, *, female, *, 79250
17 - 37, *, *, married, *, *, female, *, 51706
17 - 37, *, *, married, *, *, female, *, 39117
17 - 37, *, *, married, *, *, female, *, 78483
17 - 37, *, *, married, *, *, female, *, 50733
17 - 37, *, *, married, *, *, female, *, 48466
17 - 37, *, *, married, *, *, female, *, 55155
17 - 37, *, *, married, *, *, female, *, 56673
17 - 37, *, *, married, *, *, female, *, 66822
17 - 37, *, *, married, *, *, female, *, 72614
17 - 37, *, *, married, *, *, female, *, 47184
17 - 37, *, *, married, *, *, female, *, 35808
17 - 37, *, *, married, *, *, female, *, 49851
17 - 37, *, *, married, *, *, female, *, 39121
17 - 37, *, *, married, *, *, female, *, 72938
17 - 37, *, *, married, *, *, female, *, 66644
17 - 37, *, *, married, *, *, female, *, 67137
17 - 37, *, *, married, *, *, female, *, 54161
17 - 37, *, *, married, *, *, female, *, 77806
17 - 37, *, *, married, *, *, female, *, 84919
17 - 37, *, *, married, *, *, female, *, 84322
17 - 37, *, *, married, *, *, female, *, 47666
17 - 37, *, *, married, *, *, female, *, 49055
17 - 37, *, *, married, *, *, female, *, 58672
17 - 37, *, *, married, *, *, female, *, 59161
17 - 37, *, *, married, *, *, female, *, 98648
17 - 37, *, *, married, *, *, female, *, 137257
17 - 37, *, *, married, *, *, female, *, 108677
17 - 37, *, *, married, *, *, female, *, 56581
17 - 37, *, *, married, *, *, female, *, 116657
17 - 37, *, *, married, *, *, female, *, 81377
17 - 37, *, *, married, *, *, female, *, 115998
17 - 37, *, *, married, *, *, female, *, 62408
17 - 37, *, *, married, *, *, female, *, 83199
17 - 37, *, *, married, *, *, female, *, 71541
17 - 37, *, *, married, *, *, female, *, 66720
17 - 37, *, *, married, *, *, female, *, 91380
17 - 37, *, *, married, *, *, female, *, 108672
17 - 37, *, *, married, *, *, female, *, 127754
17 - 37, *, *, married, *, *, female, *, 114789
17 - 37, *, *, married, *, *, female, *, 99356
17 - 37, *, *, married, *, *, female, *, 109882
17 - 37, *, *, married, *, *, female, *, 131740
17 - 37, *, *, married, *, *, female, *, 105038
17 - 37, *, *, married, *, *, female, *, 113645
17 - 37, *, *, married, *, *, female, *, 58287
17 - 37, *, *, married, *, *, female, *, 85333
17 - 37, *, *, married, *, *, female, *, 84027
17 - 37, *, *, married, *, *, female, *, 66526
17 - 37, *, *, married, *, *, female, *, 91988
17 - 37, *, *, married, *, *, female, *, 95557
17 - 37, *, *, married, *, *, female, *, 118217
17 - 37, *, *, married, *, *, female, *, 77517
17 - 37, *, *, married, *, *, female, *, 40485
17 - 37, *, *, married, *, *, female, *, 116785
17 - 37, *, *, married, *, *, female, *, 40197
17 - 37, *, *, married, *, *, female, *, 114541
17 - 37, *, *, married, *, *, female, *, 48733
17 - 37, *, *, married, *, *, female, *, 49062
17 - 37, *, *, married, *, *, female, *, 104763
17 - 37, *, *, married, *, *, female, *, 89450
17 - 37, *, *, married, *, *, female, *, 119327
17 - 37, *, *, married, *, *, female, *, 59690
17 - 37, *, *, married, *, *, female, *, 66716
17 - 37, *, *, married, *, *, female, *, 113116
17 - 37, *, *, married, *, *, female, *, 61055
17 - 37, *, *, married, *, *, female, *, 43271
17 - 37, *, *, married, *, *, female, *, 47565
17 - 37, *, *, married, *, *, female, *, 84733
17 - 37, *, *, married, *, *, female, *, 122196
17 - 37, *, *, married, *, *, female, *, 56404
17 - 37, *, *, married, *, *, female, *, 49772
17 - 37, *, *, married, *, *, female, *, 91927
17 - 37, *, *, married, *, *, female, *, 83181
17 - 37, *, *, married, *, *, female, *, 95518
17 - 37, *, *, married, *, *, female, *, 78691
17 - 37, *, *, married, *, *, female, *, 42224
17 - 37, *, *, married, *, *, female, *, 123318
17 - 37, *, *, married, *, *, female, *, 44038
17 - 37, *, *, married, *, *, female, *, 74318
17 - 37, *, *, married, *, *, female, *, 56968
17 - 37, *, *, married, *, *, female, *, 131499
17 - 37, *, *, married, *, *, female, *, 80904
17 - 37, *, *, married, *, *, female, *, 93962
17 - 37, *, *, married, *, *, female, *, 77811
17 - 37, *, *, married, *, *, female, *, 101734
17 - 37, *, *, married, *, *, female, *, 97873
17 - 37, *, *, married, *, *, female, *, 105883
17 - 37, *, *, married, *, *, female, *, 108011
17 - 37, *, *, married, *, *, female, *, 125095
17 - 37, *, *, married, *, *, female, *, 116619
17 - 37, *, *, married, *, *, female, *, 91562
17 - 37, *, *, married, *, *, female, *, 46194
17 - 37, *, *, married, *, *, female, *, 95000
17 - 37, *, *, married, *, *, female, *, 109721
17 - 37, *, *, married, *, *, female, *, 109857
17 - 37, *, *, married, *, *, female, *, 80148
17 - 37, *, *, married, *, *, female, *, 45009
17 - 37, *, *, married, *, *, female, *, 85509
17 - 37, *, *, married, *, *, female, *, 52470
17 - 37, *, *, married, *, *, female, *, 126353
17 - 37, *, *, married, *, *, female, *, 123058
17 - 37, *, *, married, *, *, female, *, 139158
17 - 37, *, *, married, *, *, female, *, 89717
17 - 37, *, *, married, *, *, female, *, 51206
17 - 37, *, *, married, *, *, female, *, 125262
17 - 37, *, *, married, *, *, female, *, 41389
17 - 37, *, *, married, *, *, female, *, 101707
17 - 37, *, *, married, *, *, female, *, 81810
17 - 37, *, *, married, *, *, female, *, 105052
17 - 37, *, *, married, *, *, female, *, 78501
17 - 37, *, *, married, *, *, female, *, 59254
17 - 37, *, *, married, *, *, female, *, 61272
17 - 37, *, *, married, *, *, female, *, 40632
17 - 37, *, *, married, *, *, female, *, 91610
17 - 37, *, *, married, *, *, female, *, 39129
17 - 37, *, *, married, *, *, female, *, 77443
17 - 37, *, *, married, *, *, female, *, 50094
17 - 37, *, *, married, *, *, female, *, 72124
17 - 37, *, *, married, *, *, female, *, 72866
17 - 37, *, *, married, *, *, female, *, 110205
17 - 37, *, *, married, *, *, female, *, 118445
17 - 37, *, *, married, *, *, female, *, 127351
17 - 37, *, *, married, *, *, female, *, 82995
17 - 37, *, *, married, *, *, female, *, 82192
17 - 37, *, *, married, *, *, female, *, 56384
17 - 37, *, *, married, *, *, female, *, 116355
17 - 37, *, *, married, *, *, female, *, 68527
17 - 37, *, *, married, *, *, female, *, 51825
17 - 37, *, *, married, *, *, female, *, 77429
17 - 37, *, *, married, *, *, female, *, 86537
17 - 37, *, *, married, *, *, female, *, 106835
17 - 37, *, *, married, *, *, female, *, 42355
17 - 37, *, *, married, *, *, female, *, 112255
17 - 37, *, *, married, *, *, female, *, 114981
17 - 37, *, *, married, *, *, female, *, 89260
17 - 37, *, *, married, *, *, female, *, 51158
17 - 37, *, *, married, *, *, female, *, 119392
17 - 37, *, *, married, *, *, female, *, 121789
17 - 37, *, *, married, *, *, female, *, 90144
17 - 37, *, *, married, *, *, female, *, 81961
17 - 37, *, *, married, *, *, female, *, 86215
17 - 37, *, *, married, *, *, female, *, 110674
17 - 37, *, *, married, *, *, female, *, 132840
17 - 37, *, *, married, *, *, female, *, 74642
17 - 37, *, *, married, *, *, female, *, 91337
17 - 37, *, *, married, *, *, female, *, 112331
17 - 37, *, *, married, *, *, female, *, 41114
17 - 37, *, *, married, *, *, female, *, 80122
17 - 37, *, *, married, *, *, female, *, 117008
17 - 37, *, *, married, *, *, female, *, 68321
17 - 37, *, *, married, *, *, female, *, 111607
17 - 37, *, *, married, *, *, female, *, 64420
17 - 37, *, *, married, *, *, female, *, 63395
17 - 37, *, *, married, *, *, female, *, 70933
17 - 37, *, *, married, *, *, female, *, 74028
17 - 37, *, *, married, *, *, female, *, 62335
17 - 37, *, *, married, *, *, female, *, 104209
17 - 37, *, *, married, *, *, female, *, 97946
17 - 37, *, *, married, *, *, female, *, 134337
17 - 37, *, *, married, *, *, female, *, 81259
17 - 37, *, *, married, *, *, female, *, 56059
17 - 37, *, *, married, *, *, female, *, 88895
17 - 37, *, *, married, *, *, female, *, 93903
17 - 37, *, *, married, *, *, female, *, 82723
17 - 37, *, *, married, *, *, female, *, 38119
17 - 37, *, *, married, *, *, female, *, 103211
17 - 37, *, *, married, *, *, female, *, 52878
17 - 37, *, *, married, *, *, female, *, 137626
17 - 37, *, *, married, *, *, female, *, 48168
17 - 37, *, *, married, *, *, female, *, 75525
17 - 37, *, *, married, *, *, female, *, 94626
17 - 37, *, *, married, *, *, female, *, 55911
17 - 37, *, *, married, *, *, female, *, 83166
17 - 37, *, *, married, *, *, female, *, 75104
17 - 37, *, *, married, *, *, female, *, 110020
17 - 37, *, *, married, *, *, female, *, 90110
17 - 37, *, *, married, *, *, female, *, 60848
17 - 37, *, *, married, *, *, female, *, 50760
17 - 37, *, *, married, *, *, female, *, 70297
17 - 37, *, *, married, *, *, female, *, 102880
17 - 37, *, *, married, *, *, female, *, 78663
17 - 37, *, *, married, *, *, female, *, 88336
17 - 37, *, *, married, *, *, female, *, 55225
17 - 37, *, *, married, *, *, female, *, 93178
17 - 37, *, *, married, *, *, female, *, 99186
17 - 37, *, *, married, *, *, female, *, 65617
17 - 37, *, *, married, *, *, female, *, 109020
17 - 37, *, *, married, *, *, female, *, 41663
17 - 37, *, *, married, *, *, female, *, 86749
17 - 37, *, *, married, *, *, female, *, 35888
17 - 37, *, *, married, *, *, female, *, 65154
17 - 37, *, *, married, *, *, female, *, 69746
17 - 37, *, *, married, *, *, female, *, 39218
17 - 37, *, *, married, *, *, female, *, 86943
17 - 37, *, *, married, *, *, female, *, 90680
17 - 37, *, *, married, *, *, female, *, 99620
17 - 37, *, *, married, *, *, female, *, 113379
17 - 37, *, *, married, *, *, female, *, 56496
17 - 37, *, *, married, *, *, female, *, 94248
17 - 37, *, *, married, *, *, female, *, 63469
17 - 37, *, *, married, *, *, female, *, 51176
17 - 37, *, *, married, *, *, female, *, 88858
17 - 37, *, *, married, *, *, female, *, 84889
17 - 37, *, *, married, *, *, female, *, 77502
17 - 37, *, *, married, *, *, female, *, 72465
17 - 37, *, *, married, *, *, female, *, 59092
17 - 37, *, *, married, *, *, female, *, 63027
17 - 37, *, *, married, *, *, female, *, 43810
17 - 37, *, *, married, *, *, female, *, 82592
17 - 37, *, *, married, *, *, female, *, 84832
17 - 37, *, *, married, *, *, female, *, 87224
17 - 37, *, *, married, *, *, female, *, 94715
17 - 37, *, *, married, *, *, female, *, 54004
17 - 37, *, *, married, *, *, female, *, 90336
17 - 37, *, *, married, *, *, female, *, 37113
17 - 37, *, *, married, *, *, female, *, 61637
17 - 37, *, *, married, *, *, female, *, 65260
17 - 37, *, *, married, *, *, female, *, 62817
17 - 37, *, *, married, *, *, female, *, 49951
17 - 37, *, *, married, *, *, female, *, 55677
17 - 37, *, *, married, *, *, female, *, 63124
17 - 37, *, *, married, *, *, female, *, 53255
17 - 37, *, *, married, *, *, female, *, 78410
17 - 37, *, *, married, *, *, female, *, 64960
17 - 37, *, *, married, *, *, female, *, 71379
17 - 37, *, *, married, *, *, female, *, 107643
17 - 37, *, *, married, *, *, female, *, 53575
17 - 37, *, *, married, *, *, female, *, 96950
17 - 37, *, *, married, *, *, female, *, 54970
17 - 37, *, *, married, *, *, female, *, 114990
17 - 37, *, *, married, *, *, female, *, 57125
17 - 37, *, *, married, *, *, female, *, 96627
17 - 37, *, *, married, *, *, female, *, 72865
17 - 37, *, *, married, *, *, female, *, 98128
17 - 37, *, *, married, *, *, female, *, 122620
17 - 37, *, *, married, *, *, female, *, 50451
17 - 37, *, *, married, *, *, female, *, 42303
17 - 37, *, *, married, *, *, female, *, 82814
17 - 37, *, *, married, *, *, female, *, 52887
17 - 37, *, *, married, *, *, female, *, 92754
17 - 37, *, *, married, *, *, female, *, 46913
17 - 37, *, *, married, *, *, female, *, 66582
17 - 37, *, *, married, *, *, female, *, 89712
17 - 37, *, *, married, *, *, female, *, 69987
17 - 37, *, *, married, *, *, female, *, 62420
17 - 37, *, *, married, *, *, female, *, 67786
17 - 37, *, *, married, *, *, female, *, 78229
17 - 37, *, *, married, *, *, female, *, 89890
17 - 37, *, *, married, *, *, female, *, 77724
17 - 37, *, *, married, *, *, female, *, 48376
17 - 37, *, *, married, *, *, female, *, 87612
17 - 37, *, *, married, *, *, female, *, 43257
17 - 37, *, *, married, *, *, female, *, 42054
17 - 37, *, *, married, *, *, female, *, 96877
17 - 37, *, *, married, *, *, female, *, 99718
17 - 37, *, *, married, *, *, female, *, 46682
17 - 37, *, *, married, *, *, female, *, 75606
17 - 37, *, *, married, *, *, female, *, 66049
17 - 37, *, *, married, *, *, female, *, 79755
17 - 37, *, *, married, *, *, female, *, 112887
17 - 37, *, *, married, *, *, female, *, 76866
17 - 37, *, *, married, *, *, female, *, 40874
17 - 37, *, *, married, *, *, female, *, 87513
17 - 37, *, *, married, *, *, female, *, 85201
17 - 37, *, *, married, *, *, female, *, 93780
17 - 37, *, *, married, *, *, female, *, 43272
17 - 37, *, *, married, *, *, female, *, 56604
17 - 37, *, *, married, *, *, female, *, 80573
17 - 37, *, *, married, *, *, female, *, 52075
17 - 37, *, *, married, *, *, female, *, 86726
17 - 37, *, *, married, *, *, female, *, 56533
17 - 37, *, *, married, *, *, female, *, 75892
17 - 37, *, *, married, *, *, female, *, 47821
17 - 37, *, *, married, *, *, female, *, 103744
17 - 37, *, *, married, *, *, female, *, 57057
17 - 37, *, *, married, *, *, female, *, 65008
17 - 37, *, *, married, *, *, female, *, 115108
17 - 37, *, *, married, *, *, female, *, 51611
17 - 37, *, *, married, *, *, female, *, 50527
17 - 37, *, *, married, *, *, female, *, 52887
17 - 37, *, *, married, *, *, female, *, 81358
17 - 37, *, *, married, *, *, female, *, 99014
17 - 37, *, *, married, *, *, female, *, 65358
17 - 37, *, *, married, *, *, female, *, 115111
17 - 37, *, *, married, *, *, female, *, 68502
17 - 37, *, *, married, *, *, female, *, 85270
17 - 37, *, *, married, *, *, female, *, 44937
17 - 37, *, *, married, *, *, female, *, 86419
17 - 37, *, *, married, *, *, female, *, 87229
17 - 37, *, *, married, *, *, female, *, 54040
17 - 37, *, *, married, *, *, female, *, 87221
17 - 37, *, *, married, *, *, female, *, 82780
17 - 37, *, *, married, *, *, female, *, 71492
17 - 37, *, *, married, *, *, female, *, 98639
17 - 37, *, *, married, *, *, female, *, 105102
17 - 37, *, *, married, *, *, female, *, 86260
17 - 37, *, *, married, *, *, female, *, 108548
17 - 37, *, *, married, *, *, female, *, 98973
17 - 37, *, *, married, *, *, female, *, 78209
17 - 37, *, *, married, *, *, female, *, 91047
17 - 37, *, *, married, *, *, female, *, 78907
17 - 37, *, *, married, *, *, female, *, 135236
17 - 37, *, *, married, *, *, female, *, 59219
17 - 37, *, *, married, *, *, female, *, 40760
17 - 37, *, *, married, *, *, female, *, 108973
17 - 37, *, *, married, *, *, female, *, 78777
17 - 37, *, *, married, *, *, female, *, 76474
17 - 37, *, *, married, *, *, female, *, 86504
17 - 37, *, *, married, *, *, female, *, 69982
17 - 37, *, *, married, *, *, female, *, 36956
17 - 37, *, *, married, *, *, female, *, 60589
17 - 37, *, *, married, *, *, female, *, 112908
17 - 37, *, *, married, *, *, female, *, 77773
17 - 37, *, *, married, *, *, female, *, 36863
17 - 37, *, *, married, *, *, female, *, 113431
17 - 37, *, *, married, *, *, female, *, 43807
17 - 37, *, *, married, *, *, female, *, 80273
17 - 37, *, *, married, *, *, female, *, 91622
17 - 37, *, *, married, *, *, female, *, 61304
17 - 37, *, *, married, *, *, female, *, 66800
17 - 37, *, *, married, *, *, female, *, 85492
17 - 37, *, *, married, *, *, female, *, 48063
17 - 37, *, *, married, *, *, female, *, 22008
17 - 37, *, *, married, *, *, female, *, 86700
17 - 37, *, *, married, *, *, female, *, 47130
17 - 37, *, *, married, *, *, female, *, 10863
17 - 21, *, *, not-married, *, *, male, *, 117987
17 - 21, *, *, not-married, *, *, male, *, 46966
17 - 21, *, *, not-married, *, *, male, *, 54959
17 - 21, *, *, not-married, *, *, male, *, 68429
17 - 21, *, *, not-married, *, *, male, *, 38614
17 - 21, *, *, not-married, *, *, male, *, 67228
17 - 21, *, *, not-married, *, *, male, *, 91752
17 - 21, *, *, not-married, *, *, male, *, 84157
17 - 21, *, *, not-married, *, *, male, *, 61158
17 - 21, *, *, not-married, *, *, male, *, 43695
17 - 21, *, *, not-married, *, *, male, *, 80160
17 - 21, *, *, not-married, *, *, male, *, 40058
17 - 21, *, *, not-married, *, *, male, *, 73342
17 - 21, *, *, not-married, *, *, male, *, 43619
17 - 21, *, *, not-married, *, *, male, *, 48215
17 - 21, *, *, not-married, *, *, male, *, 30511
17 - 21, *, *, not-married, *, *, male, *, 67208
17 - 21, *, *, not-married, *, *, male, *, 89725
17 - 21, *, *, not-married, *, *, male, *, 48527
17 - 21, *, *, not-married, *, *, male, *, 32235
17 - 21, *, *, not-married, *, *, male, *, 40996
17 - 21, *, *, not-married, *, *, male, *, 50713
17 - 21, *, *, not-married, *, *, male, *, 37957
17 - 21, *, *, not-married, *, *, male, *, 52789
17 - 21, *, *, not-married, *, *, male, *, 74307
17 - 21, *, *, not-married, *, *, male, *, 75456
17 - 21, *, *, not-married, *, *, male, *, 37174
17 - 21, *, *, not-married, *, *, male, *, 37913
17 - 21, *, *, not-married, *, *, male, *, 20306
17 - 21, *, *, not-married, *, *, male, *, 51361
17 - 21, *, *, not-married, *, *, male, *, 26568
17 - 21, *, *, not-married, *, *, male, *, 66877
17 - 21, *, *, not-married, *, *, male, *, 18833
17 - 21, *, *, not-married, *, *, male, *, 62279
17 - 21, *, *, not-married, *, *, male, *, 46709
17 - 21, *, *, not-married, *, *, male, *, 48275
17 - 21, *, *, not-married, *, *, male, *, 46420
17 - 21, *, *, not-married, *, *, male, *, 48023
17 - 21, *, *, not-married, *, *, male, *, 41790
17 - 21, *, *, not-married, *, *, male, *, 48947
17 - 21, *, *, not-married, *, *, male, *, 88603
17 - 21, *, *, not-married, *, *, male, *, 61506
17 - 21, *, *, not-married, *, *, male, *, 42394
17 - 21, *, *, not-married, *, *, male, *, 53066
17 - 21, *, *, not-married, *, *, male, *, 83248
17 - 21, *, *, not-married, *, *, male, *, 57704
17 - 21, *, *, not-married, *, *, male, *, 42118
17 - 21, *, *, not-married, *, *, male, *, 17622
17 - 21, *, *, not-married, *, *, male, *, 10514
17 - 21, *, *, not-married, *, *, male, *, 17616
17 - 21, *, *, not-married, *, *, male, *, 20360
17 - 21, *, *, not-married, *, *, male, *, 68688
17 - 21, *, *, not-married, *, *, male, *, 51253
17 - 21, *, *, not-married, *, *, male, *, 42781
17 - 21, *, *, not-married, *, *, male, *, 12819
17 - 21, *, *, not-married, *, *, male, *, 18145
17 - 21, *, *, not-married, *, *, male, *, 44760
17 - 21, *, *, not-married, *, *, male, *, 61867
17 - 21, *, *, not-married, *, *, male, *, 45272
17 - 21, *, *, not-married, *, *, male, *, 75714
17 - 21, *, *, not-married, *, *, male, *, 51450
17 - 21, *, *, not-married, *, *, male, *, 77142
17 - 21, *, *, not-married, *, *, male, *, 47981
17 - 21, *, *, not-married, *, *, male, *, 26841
17 - 21, *, *, not-married, *, *, male, *, 76969
17 - 21, *, *, not-married, *, *, male, *, 72019
17 - 21, *, *, not-married, *, *, male, *, 82371
17 - 21, *, *, not-married, *, *, male, *, 99507
17 - 21, *, *, not-married, *, *, male, *, 90404
17 - 21, *, *, not-married, *, *, male, *, 64512
17 - 21, *, *, not-married, *, *, male, *, 18214
17 - 21, *, *, not-married, *, *, male, *, 13360
17 - 21, *, *, not-married, *, *, male, *, 11582
17 - 21, *, *, not-married, *, *, male, *, 37887
17 - 21, *, *, not-married, *, *, male, *, 29217
17 - 21, *, *, not-married, *, *, male, *, 50881
17 - 21, *, *, not-married, *, *, male, *, 18158
17 - 21, *, *, not-married, *, *, male, *, 40516
17 - 21, *, *, not-married, *, *, male, *, 13231
17 - 21, *, *, not-married, *, *, male, *, 88033
17 - 21, *, *, not-married, *, *, male, *, 6962
17 - 21, *, *, not-married, *, *, male, *, 19606
17 - 21, *, *, not-married, *, *, male, *, 57819
17 - 21, *, *, not-married, *, *, male, *, 14384
