20 - 26, *, pre-primary, married, *, *, *, *, 9363
20 - 37, government, pre-university, married, other-service, *, *, *, 40742
20 - 37, government, pre-university, married, other-service, *, *, *, 92627
20 - 37, government, pre-university, married, other-service, *, *, *, 54254
20 - 37, government, pre-university, married, other-service, *, *, *, 52549
20 - 37, government, pre-university, married, other-service, *, *, *, 62027
20 - 37, government, pre-university, married, other-service, *, *, *, 99862
20 - 37, government, pre-university, married, other-service, *, *, *, 81583
20 - 37, government, pre-university, married, other-service, *, *, *, 76718
20 - 37, government, pre-university, married, other-service, *, *, *, 55542
20 - 37, government, pre-university, married, other-service, *, *, *, 61423
20 - 37, government, pre-university, married, other-service, *, *, *, 81572
20 - 37, government, pre-university, married, other-service, *, *, *, 51222
20 - 37, government, pre-university, married, other-service, *, *, *, 93828
20 - 37, government, pre-university, married, other-service, *, *, *, 91164
20 - 37, government, pre-university, married, other-service, *, *, *, 87536
20 - 37, government, pre-university, married, other-service, *, *, *, 55198
20 - 37, government, pre-university, married, other-service, *, *, *, 72296
20 - 37, government, pre-university, married, other-service, *, *, *, 46584
20 - 37, government, pre-university, married, other-service, *, *, *, 40235
20 - 37, government, pre-university, married, other-service, *, *, *, 75144
20 - 37, government, pre-university, married, other-service, *, *, *, 87125
20 - 37, government, pre-university, married, other-service, *, *, *, 70003
20 - 37, government, pre-university, married, other-service, *, *, *, 70187
20 - 37, government, pre-university, married, other-service, *, *, *, 58234
20 - 37, government, pre-university, married, other-service, *, *, *, 65881
20 - 37, government, pre-university, married, other-service, *, *, *, 54847
20 - 37, government, pre-university, married, other-service, *, *, *, 80659
20 - 37, government, pre-university, married, other-service, *, *, *, 74712
20 - 37, government, pre-university, married, other-service, *, *, *, 82881
20 - 37, government, pre-university, married, other-service, *, *, *, 53317
20 - 37, government, pre-university, married, other-service, *, *, *, 67603
20 - 37, government, pre-university, married, other-service, *, *, *, 96212
20 - 37, government, pre-university, married, other-service, *, *, *, 68664
20 - 37, government, pre-university, married, other-service, *, *, *, 47310
20 - 37, government, pre-university, married, other-service, *, *, *, 72093
20 - 37, government, pre-university, married, other-service, *, *, *, 50554
20 - 37, government, pre-university, married, other-service, *, *, *, 86654
20 - 37, government, pre-university, married, other-service, *, *, *, 39121
18 - 27, non-government, pre-university, married, other-service, *, male, *, 39440
18 - 27, non-government, pre-university, married, other-service, *, male, *, 65501
18 - 27, non-government, pre-university, married, other-service, *, male, *, 69131
18 - 27, non-government, pre-university, married, other-service, *, male, *, 53673
18 - 27, non-government, pre-university, married, other-service, *, male, *, 94100
18 - 27, non-government, pre-university, married, other-service, *, male, *, 73519
18 - 27, non-government, pre-university, married, other-service, *, male, *, 92046
18 - 27, non-government, pre-university, married, other-service, *, male, *, 86063
18 - 27, non-government, pre-university, married, other-service, *, male, *, 90065
18 - 27, non-government, pre-university, married, other-service, *, male, *, 49554
18 - 27, non-government, pre-university, married, other-service, *, male, *, 98606
18 - 27, non-government, pre-university, married, other-service, *, male, *, 94593
18 - 27, non-government, pre-university, married, other-service, *, male, *, 37771
18 - 27, non-government, pre-university, married, other-service, *, male, *, 65734
18 - 27, non-government, pre-university, married, other-service, *, male, *, 93965
18 - 27, non-government, pre-university, married, other-service, *, male, *, 72199
18 - 27, non-government, pre-university, married, other-service, *, male, *, 75749
18 - 27, non-government, pre-university, married, other-service, *, male, *, 77007
18 - 27, non-government, pre-university, married, other-service, *, male, *, 66133
18 - 27, non-government, pre-university, married, other-service, *, male, *, 73241
18 - 27, non-government, pre-university, married, other-service, *, male, *, 54014
18 - 27, non-government, pre-university, married, other-service, *, male, *, 62636
18 - 27, non-government, pre-university, married, other-service, *, male, *, 40036
18 - 27, non-government, pre-university, married, other-service, *, male, *, 80894
18 - 27, non-government, pre-university, married, other-service, *, male, *, 62694
18 - 27, non-government, pre-university, married, other-service, *, male, *, 72349
18 - 27, non-government, pre-university, married, other-service, *, male, *, 83913
18 - 27, non-government, pre-university, married, other-service, *, male, *, 74430
18 - 27, non-government, pre-university, married, other-service, *, male, *, 73303
18 - 27, non-government, pre-university, married, other-service, *, male, *, 67084
18 - 27, non-government, pre-university, married, other-service, *, male, *, 58017
18 - 27, non-government, pre-university, married, other-service, *, male, *, 43405
18 - 27, non-government, pre-university, married, other-service, *, male, *, 86818
18 - 27, non-government, pre-university, married, other-service, *, male, *, 60083
18 - 27, non-government, pre-university, married, other-service, *, male, *, 63608
18 - 27, non-government, pre-university, married, other-service, *, male, *, 49843
18 - 27, non-government, pre-university, married, other-service, *, male, *, 45865
28 - 31, non-government, pre-university, married, other-service, *, male, *, 98481
28 - 31, non-government, pre-university, married, other-service, *, male, *, 79412
28 - 31, non-government, pre-university, married, other-service, *, male, *, 84884
28 - 31, non-government, pre-university, married, other-service, *, male, *, 89346
28 - 31, non-government, pre-university, married, other-service, *, male, *, 97243
28 - 31, non-government, pre-university, married, other-service, *, male, *, 73096
28 - 31, non-government, pre-university, married, other-service, *, male, *, 73103
28 - 31, non-government, pre-university, married, other-service, *, male, *, 75318
28 - 31, non-government, pre-university, married, other-service, *, male, *, 72316
28 - 31, non-government, pre-university, married, other-service, *, male, *, 76837
28 - 31, non-government, pre-university, married, other-service, *, male, *, 83267
28 - 31, non-government, pre-university, married, other-service, *, male, *, 78381
28 - 31, non-government, pre-university, married, other-service, *, male, *, 62382
28 - 31, non-government, pre-university, married, other-service, *, male, *, 40709
28 - 31, non-government, pre-university, married, other-service, *, male, *, 38789
28 - 31, non-government, pre-university, married, other-service, *, male, *, 72887
28 - 31, non-government, pre-university, married, other-service, *, male, *, 42647
28 - 31, non-government, pre-university, married, other-service, *, male, *, 86052
28 - 31, non-government, pre-university, married, other-service, *, male, *, 74712
28 - 31, non-government, pre-university, married, other-service, *, male, *, 85501
28 - 31, non-government, pre-university, married, other-service, *, male, *, 45351
28 - 31, non-government, pre-university, married, other-service, *, male, *, 46942
28 - 31, non-government, pre-university, married, other-service, *, male, *, 52287
28 - 31, non-government, pre-university, married, other-service, *, male, *, 60446
28 - 31, non-government, pre-university, married, other-service, *, male, *, 48728
28 - 31, non-government, pre-university, married, other-service, *, male, *, 85388
28 - 31, non-government, pre-university, married, other-service, *, male, *, 57928
28 - 31, non-government, pre-university, married, other-service, *, male, *, 55117
28 - 31, non-government, pre-university, married, other-service, *, male, *, 46133
28 - 31, non-government, pre-university, married, other-service, *, male, *, 83096
28 - 31, non-government, pre-university, married, other-service, *, male, *, 38351
28 - 31, non-government, pre-university, married, other-service, *, male, *, 67017
28 - 31, non-government, pre-university, married, other-service, *, male, *, 60062
32 - 35, non-government, pre-university, married, other-service, *, male, *, 93973
32 - 35, non-government, pre-university, married, other-service, *, male, *, 74978
32 - 35, non-government, pre-university, married, other-service, *, male, *, 47156
32 - 35, non-government, pre-university, married, other-service, *, male, *, 75148
32 - 35, non-government, pre-university, married, other-service, *, male, *, 73332
32 - 35, non-government, pre-university, married, other-service, *, male, *, 91382
32 - 35, non-government, pre-university, married, other-service, *, male, *, 61396
32 - 35, non-government, pre-university, married, other-service, *, male, *, 39706
32 - 35, non-government, pre-university, married, other-service, *, male, *, 91525
32 - 35, non-government, pre-university, married, other-service, *, male, *, 87780
32 - 35, non-government, pre-university, married, other-service, *, male, *, 54332
32 - 35, non-government, pre-university, married, other-service, *, male, *, 58396
32 - 35, non-government, pre-university, married, other-service, *, male, *, 67940
32 - 35, non-government, pre-university, married, other-service, *, male, *, 83375
32 - 35, non-government, pre-university, married, other-service, *, male, *, 79022
32 - 35, non-government, pre-university, married, other-service, *, male, *, 50498
32 - 35, non-government, pre-university, married, other-service, *, male, *, 48086
32 - 35, non-government, pre-university, married, other-service, *, male, *, 40645
32 - 35, non-government, pre-university, married, other-service, *, male, *, 38649
32 - 35, non-government, pre-university, married, other-service, *, male, *, 83034
32 - 35, non-government, pre-university, married, other-service, *, male, *, 81626
32 - 35, non-government, pre-university, married, other-service, *, male, *, 49469
32 - 35, non-government, pre-university, married, other-service, *, male, *, 69493
32 - 35, non-government, pre-university, married, other-service, *, male, *, 71344
32 - 35, non-government, pre-university, married, other-service, *, male, *, 54967
32 - 35, non-government, pre-university, married, other-service, *, male, *, 71284
32 - 35, non-government, pre-university, married, other-service, *, male, *, 53451
32 - 35, non-government, pre-university, married, other-service, *, male, *, 64597
32 - 35, non-government, pre-university, married, other-service, *, male, *, 43430
32 - 35, non-government, pre-university, married, other-service, *, male, *, 47733
32 - 35, non-government, pre-university, married, other-service, *, male, *, 46324
32 - 35, non-government, pre-university, married, other-service, *, male, *, 75421
32 - 35, non-government, pre-university, married, other-service, *, male, *, 59813
32 - 35, non-government, pre-university, married, other-service, *, male, *, 93538
32 - 35, non-government, pre-university, married, other-service, *, male, *, 93779
32 - 35, non-government, pre-university, married, other-service, *, male, *, 66853
36 - 37, non-government, pre-university, married, other-service, *, male, *, 42181
36 - 37, non-government, pre-university, married, other-service, *, male, *, 49137
36 - 37, non-government, pre-university, married, other-service, *, male, *, 42836
36 - 37, non-government, pre-university, married, other-service, *, male, *, 47654
36 - 37, non-government, pre-university, married, other-service, *, male, *, 56290
36 - 37, non-government, pre-university, married, other-service, *, male, *, 72956
36 - 37, non-government, pre-university, married, other-service, *, male, *, 85213
36 - 37, non-government, pre-university, married, other-service, *, male, *, 63894
36 - 37, non-government, pre-university, married, other-service, *, male, *, 42964
36 - 37, non-government, pre-university, married, other-service, *, male, *, 83580
36 - 37, non-government, pre-university, married, other-service, *, male, *, 56814
36 - 37, non-government, pre-university, married, other-service, *, male, *, 40227
36 - 37, non-government, pre-university, married, other-service, *, male, *, 87549
36 - 37, non-government, pre-university, married, other-service, *, male, *, 58764
36 - 37, non-government, pre-university, married, other-service, *, male, *, 43597
36 - 37, non-government, pre-university, married, other-service, *, male, *, 36593
36 - 37, non-government, pre-university, married, other-service, *, male, *, 71218
36 - 37, non-government, pre-university, married, other-service, *, male, *, 78672
18 - 27, non-government, pre-university, married, other-service, *, female, *, 61207
18 - 27, non-government, pre-university, married, other-service, *, female, *, 88785
18 - 27, non-government, pre-university, married, other-service, *, female, *, 77289
18 - 27, non-government, pre-university, married, other-service, *, female, *, 63015
18 - 27, non-government, pre-university, married, other-service, *, female, *, 83526
18 - 27, non-government, pre-university, married, other-service, *, female, *, 51957
18 - 27, non-government, pre-university, married, other-service, *, female, *, 59171
18 - 27, non-government, pre-university, married, other-service, *, female, *, 86984
18 - 27, non-government, pre-university, married, other-service, *, female, *, 89679
18 - 27, non-government, pre-university, married, other-service, *, female, *, 88086
18 - 27, non-government, pre-university, married, other-service, *, female, *, 67636
18 - 27, non-government, pre-university, married, other-service, *, female, *, 80899
18 - 27, non-government, pre-university, married, other-service, *, female, *, 71412
18 - 27, non-government, pre-university, married, other-service, *, female, *, 35374
18 - 27, non-government, pre-university, married, other-service, *, female, *, 56714
18 - 27, non-government, pre-university, married, other-service, *, female, *, 45454
18 - 27, non-government, pre-university, married, other-service, *, female, *, 82785
18 - 27, non-government, pre-university, married, other-service, *, female, *, 55180
18 - 27, non-government, pre-university, married, other-service, *, female, *, 77180
18 - 27, non-government, pre-university, married, other-service, *, female, *, 40850
18 - 27, non-government, pre-university, married, other-service, *, female, *, 42334
18 - 27, non-government, pre-university, married, other-service, *, female, *, 52808
18 - 27, non-government, pre-university, married, other-service, *, female, *, 94471
18 - 27, non-government, pre-university, married, other-service, *, female, *, 92823
18 - 27, non-government, pre-university, married, other-service, *, female, *, 39117
18 - 27, non-government, pre-university, married, other-service, *, female, *, 56673
18 - 27, non-government, pre-university, married, other-service, *, female, *, 66822
18 - 27, non-government, pre-university, married, other-service, *, female, *, 67137
18 - 27, non-government, pre-university, married, other-service, *, female, *, 77806
18 - 27, non-government, pre-university, married, other-service, *, female, *, 84322
28 - 31, non-government, pre-university, married, other-service, *, female, *, 50743
28 - 31, non-government, pre-university, married, other-service, *, female, *, 59963
28 - 31, non-government, pre-university, married, other-service, *, female, *, 61857
28 - 31, non-government, pre-university, married, other-service, *, female, *, 67069
28 - 31, non-government, pre-university, married, other-service, *, female, *, 62499
28 - 31, non-government, pre-university, married, other-service, *, female, *, 45585
28 - 31, non-government, pre-university, married, other-service, *, female, *, 61893
28 - 31, non-government, pre-university, married, other-service, *, female, *, 58024
28 - 31, non-government, pre-university, married, other-service, *, female, *, 66618
28 - 31, non-government, pre-university, married, other-service, *, female, *, 37219
28 - 31, non-government, pre-university, married, other-service, *, female, *, 54856
28 - 31, non-government, pre-university, married, other-service, *, female, *, 43630
28 - 31, non-government, pre-university, married, other-service, *, female, *, 82063
28 - 31, non-government, pre-university, married, other-service, *, female, *, 63714
28 - 31, non-government, pre-university, married, other-service, *, female, *, 52802
28 - 31, non-government, pre-university, married, other-service, *, female, *, 76650
28 - 31, non-government, pre-university, married, other-service, *, female, *, 89251
28 - 31, non-government, pre-university, married, other-service, *, female, *, 65800
28 - 31, non-government, pre-university, married, other-service, *, female, *, 63018
28 - 31, non-government, pre-university, married, other-service, *, female, *, 95585
28 - 31, non-government, pre-university, married, other-service, *, female, *, 54423
28 - 31, non-government, pre-university, married, other-service, *, female, *, 91614
28 - 31, non-government, pre-university, married, other-service, *, female, *, 63893
28 - 31, non-government, pre-university, married, other-service, *, female, *, 94514
28 - 31, non-government, pre-university, married, other-service, *, female, *, 56875
28 - 31, non-government, pre-university, married, other-service, *, female, *, 83435
28 - 31, non-government, pre-university, married, other-service, *, female, *, 50733
28 - 31, non-government, pre-university, married, other-service, *, female, *, 72614
28 - 31, non-government, pre-university, married, other-service, *, female, *, 66644
28 - 31, non-government, pre-university, married, other-service, *, female, *, 54161
28 - 31, non-government, pre-university, married, other-service, *, female, *, 84919
32 - 35, non-government, pre-university, married, other-service, *, female, *, 38007
32 - 35, non-government, pre-university, married, other-service, *, female, *, 44777
32 - 35, non-government, pre-university, married, other-service, *, female, *, 61819
32 - 35, non-government, pre-university, married, other-service, *, female, *, 86968
32 - 35, non-government, pre-university, married, other-service, *, female, *, 60647
32 - 35, non-government, pre-university, married, other-service, *, female, *, 46551
32 - 35, non-government, pre-university, married, other-service, *, female, *, 40734
32 - 35, non-government, pre-university, married, other-service, *, female, *, 84650
32 - 35, non-government, pre-university, married, other-service, *, female, *, 71732
32 - 35, non-government, pre-university, married, other-service, *, female, *, 58339
32 - 35, non-government, pre-university, married, other-service, *, female, *, 52208
32 - 35, non-government, pre-university, married, other-service, *, female, *, 53622
32 - 35, non-government, pre-university, married, other-service, *, female, *, 62336
32 - 35, non-government, pre-university, married, other-service, *, female, *, 52848
32 - 35, non-government, pre-university, married, other-service, *, female, *, 49605
32 - 35, non-government, pre-university, married, other-service, *, female, *, 41492
32 - 35, non-government, pre-university, married, other-service, *, female, *, 49406
32 - 35, non-government, pre-university, married, other-service, *, female, *, 82432
32 - 35, non-government, pre-university, married, other-service, *, female, *, 36565
32 - 35, non-government, pre-university, married, other-service, *, female, *, 45109
32 - 35, non-government, pre-university, married, other-service, *, female, *, 68450
32 - 35, non-government, pre-university, married, other-service, *, female, *, 83456
32 - 35, non-government, pre-university, married, other-service, *, female, *, 38408
32 - 35, non-government, pre-university, married, other-service, *, female, *, 65764
32 - 35, non-government, pre-university, married, other-service, *, female, *, 86579
32 - 35, non-government, pre-university, married, other-service, *, female, *, 76447
32 - 35, non-government, pre-university, married, other-service, *, female, *, 77592
32 - 35, non-government, pre-university, married, other-service, *, female, *, 35079
32 - 35, non-government, pre-university, married, other-service, *, female, *, 49551
32 - 35, non-government, pre-university, married, other-service, *, female, *, 83991
32 - 35, non-government, pre-university, married, other-service, *, female, *, 67884
32 - 35, non-government, pre-university, married, other-service, *, female, *, 55155
32 - 35, non-government, pre-university, married, other-service, *, female, *, 49851
36 - 37, non-government, pre-university, married, other-service, *, female, *, 50936
36 - 37, non-government, pre-university, married, other-service, *, female, *, 49648
36 - 37, non-government, pre-university, married, other-service, *, female, *, 93243
36 - 37, non-government, pre-university, married, other-service, *, female, *, 82396
36 - 37, non-government, pre-university, married, other-service, *, female, *, 93142
36 - 37, non-government, pre-university, married, other-service, *, female, *, 88699
36 - 37, non-government, pre-university, married, other-service, *, female, *, 80357
36 - 37, non-government, pre-university, married, other-service, *, female, *, 66145
36 - 37, non-government, pre-university, married, other-service, *, female, *, 65209
36 - 37, non-government, pre-university, married, other-service, *, female, *, 91884
36 - 37, non-government, pre-university, married, other-service, *, female, *, 78845
36 - 37, non-government, pre-university, married, other-service, *, female, *, 86555
36 - 37, non-government, pre-university, married, other-service, *, female, *, 70489
36 - 37, non-government, pre-university, married, other-service, *, female, *, 38622
36 - 37, non-government, pre-university, married, other-service, *, female, *, 92390
36 - 37, non-government, pre-university, married, other-service, *, female, *, 87433
36 - 37, non-government, pre-university, married, other-service, *, female, *, 71808
36 - 37, non-government, pre-university, married, other-service, *, female, *, 99051
36 - 37, non-government, pre-university, married, other-service, *, female, *, 97375
36 - 37, non-government, pre-university, married, other-service, *, female, *, 52444
36 - 37, non-government, pre-university, married, other-service, *, female, *, 70212
18 - 37, ?, pre-university, married, ?, *, male, *, 46977
18 - 37, ?, pre-university, married, ?, *, male, *, 55516
18 - 37, ?, pre-university, married, ?, *, male, *, 59934
18 - 37, ?, pre-university, married, ?, *, male, *, 36164
18 - 37, ?, pre-university, married, ?, *, male, *, 60044
18 - 37, ?, pre-university, married, ?, *, male, *, 63709
18 - 37, ?, pre-university, married, ?, *, male, *, 59071
18 - 37, ?, pre-university, married, ?, *, male, *, 78003
18 - 37, ?, pre-university, married, ?, *, male, *, 58285
18 - 37, ?, pre-university, married, ?, *, male, *, 49725
18 - 37, ?, pre-university, married, ?, *, male, *, 45959
18 - 37, ?, pre-university, married, ?, *, male, *, 82412
18 - 37, ?, pre-university, married, ?, *, male, *, 47479
18 - 37, ?, pre-university, married, ?, *, male, *, 47236
18 - 37, ?, pre-university, married, ?, *, male, *, 57336
18 - 37, ?, pre-university, married, ?, *, male, *, 58904
18 - 37, ?, pre-university, married, ?, *, male, *, 49692
18 - 37, ?, pre-university, married, ?, *, male, *, 58871
18 - 37, ?, pre-university, married, ?, *, male, *, 63348
18 - 37, ?, pre-university, married, ?, *, male, *, 78222
18 - 37, ?, pre-university, married, ?, *, male, *, 87205
18 - 37, ?, pre-university, married, ?, *, male, *, 72186
18 - 37, ?, pre-university, married, ?, *, male, *, 48784
18 - 37, ?, pre-university, married, ?, *, male, *, 95459
18 - 37, ?, pre-university, married, ?, *, male, *, 69871
18 - 37, ?, pre-university, married, ?, *, male, *, 83745
18 - 37, ?, pre-university, married, ?, *, male, *, 88155
18 - 37, ?, pre-university, married, ?, *, male, *, 42123
18 - 37, ?, pre-university, married, ?, *, male, *, 79198
18 - 37, ?, pre-university, married, ?, *, male, *, 64273
18 - 37, ?, pre-university, married, ?, *, male, *, 39820
18 - 37, ?, pre-university, married, ?, *, male, *, 46992
18 - 37, ?, pre-university, married, ?, *, male, *, 69923
18 - 37, ?, pre-university, married, ?, *, male, *, 71341
18 - 37, ?, pre-university, married, ?, *, male, *, 80215
18 - 37, ?, pre-university, married, ?, *, male, *, 89695
18 - 37, ?, pre-university, married, ?, *, male, *, 45931
18 - 37, ?, pre-university, married, ?, *, male, *, 65530
18 - 37, ?, pre-university, married, ?, *, male, *, 81631
19 - 28, ?, pre-university, married, ?, *, female, north-america, 69652
19 - 28, ?, pre-university, married, ?, *, female, north-america, 83216
19 - 28, ?, pre-university, married, ?, *, female, north-america, 64677
19 - 28, ?, pre-university, married, ?, *, female, north-america, 47373
19 - 28, ?, pre-university, married, ?, *, female, north-america, 55379
19 - 28, ?, pre-university, married, ?, *, female, north-america, 37934
19 - 28, ?, pre-university, married, ?, *, female, north-america, 69254
19 - 28, ?, pre-university, married, ?, *, female, north-america, 48357
19 - 28, ?, pre-university, married, ?, *, female, north-america, 49326
19 - 28, ?, pre-university, married, ?, *, female, north-america, 77743
19 - 28, ?, pre-university, married, ?, *, female, north-america, 43660
19 - 28, ?, pre-university, married, ?, *, female, north-america, 52068
19 - 28, ?, pre-university, married, ?, *, female, north-america, 80284
19 - 28, ?, pre-university, married, ?, *, female, north-america, 47510
19 - 28, ?, pre-university, married, ?, *, female, north-america, 38420
19 - 28, ?, pre-university, married, ?, *, female, north-america, 52598
19 - 28, ?, pre-university, married, ?, *, female, north-america, 85235
19 - 28, ?, pre-university, married, ?, *, female, north-america, 46760
19 - 28, ?, pre-university, married, ?, *, female, north-america, 68336
19 - 28, ?, pre-university, married, ?, *, female, north-america, 47828
19 - 28, ?, pre-university, married, ?, *, female, north-america, 42329
19 - 28, ?, pre-university, married, ?, *, female, north-america, 89885
19 - 28, ?, pre-university, married, ?, *, female, north-america, 86866
19 - 28, ?, pre-university, married, ?, *, female, north-america, 63588
19 - 28, ?, pre-university, married, ?, *, female, north-america, 40391
19 - 28, ?, pre-university, married, ?, *, female, north-america, 62743
19 - 28, ?, pre-university, married, ?, *, female, north-america, 70284
19 - 28, ?, pre-university, married, ?, *, female, north-america, 52904
19 - 28, ?, pre-university, married, ?, *, female, north-america, 91807
19 - 28, ?, pre-university, married, ?, *, female, north-america, 76199
19 - 28, ?, pre-university, married, ?, *, female, north-america, 58197
19 - 28, ?, pre-university, married, ?, *, female, north-america, 56336
19 - 28, ?, pre-university, married, ?, *, female, north-america, 64166
19 - 28, ?, pre-university, married, ?, *, female, north-america, 76006
19 - 28, ?, pre-university, married, ?, *, female, north-america, 94246
19 - 28, ?, pre-university, married, ?, *, female, north-america, 41020
29 - 36, *, pre-university, married, ?, *, female, north-america, 51033
29 - 36, *, pre-university, married, ?, *, female, north-america, 45200
29 - 36, *, pre-university, married, ?, *, female, north-america, 42020
29 - 36, *, pre-university, married, ?, *, female, north-america, 88174
29 - 36, *, pre-university, married, ?, *, female, north-america, 38672
29 - 36, *, pre-university, married, ?, *, female, north-america, 45520
29 - 36, *, pre-university, married, ?, *, female, north-america, 82786
29 - 36, *, pre-university, married, ?, *, female, north-america, 70061
29 - 36, *, pre-university, married, ?, *, female, north-america, 74058
29 - 36, *, pre-university, married, ?, *, female, north-america, 76148
29 - 36, *, pre-university, married, ?, *, female, north-america, 80106
29 - 36, *, pre-university, married, ?, *, female, north-america, 88975
29 - 36, *, pre-university, married, ?, *, female, north-america, 48222
29 - 36, *, pre-university, married, ?, *, female, north-america, 80672
29 - 36, *, pre-university, married, ?, *, female, north-america, 57420
29 - 36, *, pre-university, married, ?, *, female, north-america, 60641
29 - 36, *, pre-university, married, ?, *, female, north-america, 46665
29 - 36, *, pre-university, married, ?, *, female, north-america, 71292
29 - 36, *, pre-university, married, ?, *, female, north-america, 74785
29 - 36, *, pre-university, married, ?, *, female, north-america, 62692
29 - 36, *, pre-university, married, ?, *, female, north-america, 53150
29 - 36, *, pre-university, married, ?, *, female, north-america, 76429
29 - 36, *, pre-university, married, ?, *, female, north-america, 68024
29 - 36, *, pre-university, married, ?, *, female, north-america, 56187
29 - 36, *, pre-university, married, ?, *, female, north-america, 75294
29 - 36, *, pre-university, married, ?, *, female, north-america, 44103
29 - 36, *, pre-university, married, ?, *, female, north-america, 70520
29 - 36, *, pre-university, married, ?, *, female, north-america, 78220
29 - 36, *, pre-university, married, ?, *, female, north-america, 63273
29 - 36, *, pre-university, married, ?, *, female, north-america, 89762
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 86178
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 43683
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 62773
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 69695
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 82804
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 92571
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 35834
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 43046
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 91914
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 73182
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 43917
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 64807
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 81293
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 56255
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 60614
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 56675
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 58980
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 43461
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 90748
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 77635
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 81096
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 36774
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 81791
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 44204
21 - 27, non-government, pre-university, divorced, skilled, *, male, *, 38065
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 66877
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 90404
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 61184
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 88005
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 74409
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 47397
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 44469
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 60817
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 84328
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 42257
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 40300
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 59931
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 41524
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 55254
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 38788
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 48103
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 78207
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 77486
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 78825
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 64253
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 69641
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 67211
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 83086
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 93036
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 40364
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 67600
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 53496
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 36539
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 80684
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 80763
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 49240
18 - 20, *, hs-grad, never-married, craft-repair, *, male, north-america, 80057
21, *, hs-grad, never-married, craft-repair, *, male, *, 38614
21, *, hs-grad, never-married, craft-repair, *, male, *, 42118
21, *, hs-grad, never-married, craft-repair, *, male, *, 72019
21, *, hs-grad, never-married, craft-repair, *, male, *, 82371
21, *, hs-grad, never-married, craft-repair, *, male, *, 68724
21, *, hs-grad, never-married, craft-repair, *, male, *, 83124
21, *, hs-grad, never-married, craft-repair, *, male, *, 39653
21, *, hs-grad, never-married, craft-repair, *, male, *, 71167
21, *, hs-grad, never-married, craft-repair, *, male, *, 74739
21, *, hs-grad, never-married, craft-repair, *, male, *, 52153
21, *, hs-grad, never-married, craft-repair, *, male, *, 41621
