20 - 37, *, pre-primary, married, *, *, *, *, 8828
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 98522
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 41126
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 91844
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 55495
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 65733
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 42893
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 59392
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 87278
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 94945
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 69176
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 86499
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 79024
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 74470
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 68804
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 79142
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 43105
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 46507
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 46175
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 71815
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 85770
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 58142
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 87131
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 52855
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 76637
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 50166
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 74837
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 45951
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 43948
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 68024
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 63387
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 53879
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 83088
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 96324
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 81583
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 69901
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 51818
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 93474
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 59619
28 - 30, non-government, some-college, not-married, customer-service, *, female, *, 68044
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 67617
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 60534
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 72963
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 62572
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 55990
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 45682
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 40477
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 94679
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 57521
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 82126
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 91970
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 56024
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 80822
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 64594
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 52744
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 43486
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 50508
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 71452
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 52009
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 58607
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 47414
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 53801
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 50772
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 91386
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 44801
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 51285
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 46254
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 51232
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 36144
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 83713
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 48884
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 35977
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 89957
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 44129
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 55043
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 62239
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 74764
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 75458
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 46233
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 55289
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 78929
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 83614
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 92370
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 73104
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 75362
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 53170
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 66877
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 56034
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 45292
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 79182
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 62951
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 49680
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 35202
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 58858
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 65504
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 49586
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 70745
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 35608
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 58550
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 68717
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 56518
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 51933
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 38938
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 40917
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 73667
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 73365
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 78344
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 61145
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 94711
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 94247
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 49316
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 86847
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 47847
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 59342
31 - 34, non-government, hs-grad, not-married, customer-service, *, female, *, 41519
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 40002
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 74949
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 39409
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 89131
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 55284
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 51070
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 92848
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 74511
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 67982
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 69930
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 92295
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 55267
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 83402
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 91361
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 39979
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 89117
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 59996
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 80899
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 42461
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 72688
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 94561
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 78811
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 41308
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 75541
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 63453
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 70016
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 94339
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 91635
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 44266
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 43585
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 72015
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 36148
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 46858
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 65357
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 83269
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 85599
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 87439
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 57711
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 46173
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 46151
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 53697
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 56301
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 80962
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 91957
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 77381
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 82788
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 46158
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 42689
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 49434
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 88727
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 80969
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 72041
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 81346
35 - 37, non-government, hs-grad, not-married, customer-service, *, female, *, 89564
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 76344
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 93148
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 71489
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 95099
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 76746
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 84312
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 96419
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 82488
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 64099
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 82509
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 74240
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 50284
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 59061
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 74211
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 55364
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 60022
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 79988
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 50384
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 69944
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 48432
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 86191
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 43084
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 94711
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 72439
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 67666
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 67785
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 56122
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 92320
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 76847
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 54338
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 90065
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 67565
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 90658
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 89378
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 43680
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 77010
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 65280
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 93457
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 60602
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 80690
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 47406
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 90834
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 97903
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 52953
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 93656
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 89821
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 44169
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 97162
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 58411
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 67040
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 78409
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 72769
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 72669
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 49554
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 47918
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 66489
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 92668
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 52056
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 50188
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 73776
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 91537
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 57897
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 57071
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 56016
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 79058
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 80023
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 51687
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 94426
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 55788
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 77800
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 65969
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 60354
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 72012
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 62484
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 97008
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 78551
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 98208
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 63536
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 45766
31 - 34, non-government, some-college, not-married, customer-service, *, female, *, 98765
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 76581
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 70009
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 70479
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 94850
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 45792
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 48129
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 61006
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 82016
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 55764
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 54666
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 96342
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 93719
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 98784
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 72688
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 78366
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 77615
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 67508
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 61699
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 84740
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 90806
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 65363
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 71712
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 95358
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 91027
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 71049
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 72919
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 95834
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 80032
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 67335
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 78576
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 41303
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 80836
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 68990
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 56148
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 66642
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 53592
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 58565
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 56194
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 85726
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 40303
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 52781
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 83305
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 45973
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 69467
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 62038
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 54080
35 - 37, non-government, some-college, not-married, customer-service, *, female, *, 48287
18 - 27, *, pre-university, not-married, government, *, *, *, 83248
18 - 27, *, pre-university, not-married, government, *, *, *, 96731
18 - 27, *, pre-university, not-married, government, *, *, *, 81417
18 - 27, *, pre-university, not-married, government, *, *, *, 85388
18 - 27, *, pre-university, not-married, government, *, *, *, 91452
18 - 27, *, pre-university, not-married, government, *, *, *, 50739
18 - 27, *, pre-university, not-married, government, *, *, *, 82453
18 - 27, *, pre-university, not-married, government, *, *, *, 86085
18 - 27, *, pre-university, not-married, government, *, *, *, 61868
18 - 27, *, pre-university, not-married, government, *, *, *, 90236
18 - 27, *, pre-university, not-married, government, *, *, *, 79493
18 - 27, *, pre-university, not-married, government, *, *, *, 41434
18 - 27, *, pre-university, not-married, government, *, *, *, 82326
18 - 27, *, pre-university, not-married, government, *, *, *, 47466
18 - 27, *, pre-university, not-married, government, *, *, *, 62178
18 - 27, *, pre-university, not-married, government, *, *, *, 84600
18 - 27, *, pre-university, not-married, government, *, *, *, 58631
18 - 27, *, pre-university, not-married, government, *, *, *, 53782
18 - 27, *, pre-university, not-married, government, *, *, *, 65476
18 - 27, *, pre-university, not-married, government, *, *, *, 98373
18 - 27, *, pre-university, not-married, government, *, *, *, 82630
18 - 27, *, pre-university, not-married, government, *, *, *, 54163
18 - 27, *, pre-university, not-married, government, *, *, *, 46574
18 - 27, *, pre-university, not-married, government, *, *, *, 54281
18 - 27, *, pre-university, not-married, government, *, *, *, 62253
18 - 27, *, pre-university, not-married, government, *, *, *, 72620
18 - 27, *, pre-university, not-married, government, *, *, *, 76348
18 - 27, *, pre-university, not-married, government, *, *, *, 61919
18 - 27, *, pre-university, not-married, government, *, *, *, 69367
18 - 27, *, pre-university, not-married, government, *, *, *, 78631
18 - 27, *, pre-university, not-married, government, *, *, *, 81508
18 - 27, *, pre-university, not-married, government, *, *, *, 39618
18 - 27, *, pre-university, not-married, government, *, *, *, 85623
18 - 27, *, pre-university, not-married, government, *, *, *, 90844
18 - 27, *, pre-university, not-married, government, *, *, *, 57396
18 - 27, *, pre-university, not-married, government, *, *, *, 75612
18 - 27, *, pre-university, not-married, government, *, *, *, 53221
18 - 27, *, pre-university, not-married, government, *, *, *, 44141
18 - 27, *, pre-university, not-married, government, *, *, *, 73132
18 - 27, *, pre-university, not-married, government, *, *, *, 86911
18 - 27, *, pre-university, not-married, government, *, *, *, 46259
18 - 27, *, pre-university, not-married, government, *, *, *, 71065
18 - 27, *, pre-university, not-married, government, *, *, *, 62733
18 - 27, *, pre-university, not-married, government, *, *, *, 68676
18 - 27, *, pre-university, not-married, government, *, *, *, 42503
18 - 27, *, pre-university, not-married, government, *, *, *, 55959
18 - 27, *, pre-university, not-married, government, *, *, *, 54417
18 - 27, *, pre-university, not-married, government, *, *, *, 45155
18 - 27, *, pre-university, not-married, government, *, *, *, 86198
18 - 27, *, pre-university, not-married, government, *, *, *, 93570
18 - 27, *, pre-university, not-married, government, *, *, *, 85296
18 - 27, *, pre-university, not-married, government, *, *, *, 92949
18 - 27, *, pre-university, not-married, government, *, *, *, 74533
18 - 27, *, pre-university, not-married, government, *, *, *, 80012
18 - 27, *, pre-university, not-married, government, *, *, *, 51011
18 - 27, *, pre-university, not-married, government, *, *, *, 63860
18 - 27, *, pre-university, not-married, government, *, *, *, 39010
18 - 27, *, pre-university, not-married, government, *, *, *, 58821
18 - 27, *, pre-university, not-married, government, *, *, *, 56444
18 - 27, *, pre-university, not-married, government, *, *, *, 53505
18 - 27, *, pre-university, not-married, government, *, *, *, 75443
18 - 27, *, pre-university, not-married, government, *, *, *, 79570
18 - 27, *, pre-university, not-married, government, *, *, *, 80446
18 - 27, *, pre-university, not-married, government, *, *, *, 80930
18 - 27, *, pre-university, not-married, government, *, *, *, 86963
18 - 27, *, pre-university, not-married, government, *, *, *, 90565
18 - 27, *, pre-university, not-married, government, *, *, *, 44525
28 - 37, *, pre-university, not-married, government, *, *, *, 68929
28 - 37, *, pre-university, not-married, government, *, *, *, 65519
28 - 37, *, pre-university, not-married, government, *, *, *, 82584
28 - 37, *, pre-university, not-married, government, *, *, *, 54818
28 - 37, *, pre-university, not-married, government, *, *, *, 47332
28 - 37, *, pre-university, not-married, government, *, *, *, 59243
28 - 37, *, pre-university, not-married, government, *, *, *, 62478
28 - 37, *, pre-university, not-married, government, *, *, *, 85925
28 - 37, *, pre-university, not-married, government, *, *, *, 69174
28 - 37, *, pre-university, not-married, government, *, *, *, 39070
28 - 37, *, pre-university, not-married, government, *, *, *, 43262
28 - 37, *, pre-university, not-married, government, *, *, *, 79701
28 - 37, *, pre-university, not-married, government, *, *, *, 56260
28 - 37, *, pre-university, not-married, government, *, *, *, 45862
28 - 37, *, pre-university, not-married, government, *, *, *, 85713
28 - 37, *, pre-university, not-married, government, *, *, *, 45645
28 - 37, *, pre-university, not-married, government, *, *, *, 93638
28 - 37, *, pre-university, not-married, government, *, *, *, 93083
28 - 37, *, pre-university, not-married, government, *, *, *, 43725
28 - 37, *, pre-university, not-married, government, *, *, *, 92838
28 - 37, *, pre-university, not-married, government, *, *, *, 53056
28 - 37, *, pre-university, not-married, government, *, *, *, 91551
28 - 37, *, pre-university, not-married, government, *, *, *, 49407
28 - 37, *, pre-university, not-married, government, *, *, *, 76745
28 - 37, *, pre-university, not-married, government, *, *, *, 38912
28 - 37, *, pre-university, not-married, government, *, *, *, 67654
28 - 37, *, pre-university, not-married, government, *, *, *, 55089
28 - 37, *, pre-university, not-married, government, *, *, *, 59064
28 - 37, *, pre-university, not-married, government, *, *, *, 52620
28 - 37, *, pre-university, not-married, government, *, *, *, 89390
28 - 37, *, pre-university, not-married, government, *, *, *, 96675
28 - 37, *, pre-university, not-married, government, *, *, *, 37502
28 - 37, *, pre-university, not-married, government, *, *, *, 73369
28 - 37, *, pre-university, not-married, government, *, *, *, 73507
28 - 37, *, pre-university, not-married, government, *, *, *, 79663
28 - 37, *, pre-university, not-married, government, *, *, *, 77477
28 - 37, *, pre-university, not-married, government, *, *, *, 88116
28 - 37, *, pre-university, not-married, government, *, *, *, 80295
28 - 37, *, pre-university, not-married, government, *, *, *, 67298
28 - 37, *, pre-university, not-married, government, *, *, *, 63222
28 - 37, *, pre-university, not-married, government, *, *, *, 85358
28 - 37, *, pre-university, not-married, government, *, *, *, 80494
28 - 37, *, pre-university, not-married, government, *, *, *, 85789
28 - 37, *, pre-university, not-married, government, *, *, *, 79359
28 - 37, *, pre-university, not-married, government, *, *, *, 83724
28 - 37, *, pre-university, not-married, government, *, *, *, 36615
28 - 37, *, pre-university, not-married, government, *, *, *, 39699
28 - 37, *, pre-university, not-married, government, *, *, *, 78730
28 - 37, *, pre-university, not-married, government, *, *, *, 62415
18 - 37, government, pre-university, not-married, other-service, *, *, *, 78826
18 - 37, government, pre-university, not-married, other-service, *, *, *, 61008
18 - 37, government, pre-university, not-married, other-service, *, *, *, 94826
18 - 37, government, pre-university, not-married, other-service, *, *, *, 76311
18 - 37, government, pre-university, not-married, other-service, *, *, *, 90442
18 - 37, government, pre-university, not-married, other-service, *, *, *, 51651
18 - 37, government, pre-university, not-married, other-service, *, *, *, 52509
18 - 37, government, pre-university, not-married, other-service, *, *, *, 76397
18 - 37, government, pre-university, not-married, other-service, *, *, *, 37930
18 - 37, government, pre-university, not-married, other-service, *, *, *, 47138
18 - 37, government, pre-university, not-married, other-service, *, *, *, 39546
18 - 37, government, pre-university, not-married, other-service, *, *, *, 74826
18 - 37, government, pre-university, not-married, other-service, *, *, *, 71816
18 - 37, government, pre-university, not-married, other-service, *, *, *, 85543
18 - 37, government, pre-university, not-married, other-service, *, *, *, 50750
18 - 37, government, pre-university, not-married, other-service, *, *, *, 77846
18 - 37, government, pre-university, not-married, other-service, *, *, *, 88727
18 - 37, government, pre-university, not-married, other-service, *, *, *, 41396
18 - 37, government, pre-university, not-married, other-service, *, *, *, 80298
