17 - 24, *, *, married, *, *, male, *, 76623
35, *, *, married, *, *, male, *, 27159
35, *, *, married, *, *, male, *, 107443
35, *, *, married, *, *, male, *, 40685
35, *, *, married, *, *, male, *, 59071
35, *, *, married, *, *, male, *, 101330
35, *, *, married, *, *, male, *, 80196
35, *, *, married, *, *, male, *, 101015
35, *, *, married, *, *, male, *, 78181
35, *, *, married, *, *, male, *, 40975
35, *, *, married, *, *, male, *, 23125
35, *, *, married, *, *, male, *, 100228
35, *, *, married, *, *, male, *, 97451
35, *, *, married, *, *, male, *, 135024
35, *, *, married, *, *, male, *, 61690
35, *, *, married, *, *, male, *, 78003
35, *, *, married, *, *, male, *, 82023
35, *, *, married, *, *, male, *, 47479
35, *, *, married, *, *, male, *, 87205
35, *, *, married, *, *, male, *, 120917
35, *, *, married, *, *, male, *, 40938
35, *, *, married, *, *, male, *, 82897
35, *, *, married, *, *, male, *, 56950
35, *, *, married, *, *, male, *, 91637
35, *, *, married, *, *, male, *, 104052
35, *, *, married, *, *, male, *, 38002
35, *, *, married, *, *, male, *, 71249
35, *, *, married, *, *, male, *, 52003
35, *, *, married, *, *, male, *, 87837
35, *, *, married, *, *, male, *, 53166
35, *, *, married, *, *, male, *, 77120
35, *, *, married, *, *, male, *, 85210
35, *, *, married, *, *, male, *, 35846
35, *, *, married, *, *, male, *, 48029
35, *, *, married, *, *, male, *, 87965
35, *, *, married, *, *, male, *, 56101
35, *, *, married, *, *, male, *, 75788
35, *, *, married, *, *, male, *, 87362
35, *, *, married, *, *, male, *, 91284
35, *, *, married, *, *, male, *, 51623
35, *, *, married, *, *, male, *, 71156
35, *, *, married, *, *, male, *, 43960
35, *, *, married, *, *, male, *, 64831
35, *, *, married, *, *, male, *, 49192
35, *, *, married, *, *, male, *, 82238
35, *, *, married, *, *, male, *, 60735
35, *, *, married, *, *, male, *, 126126
35, *, *, married, *, *, male, *, 62270
35, *, *, married, *, *, male, *, 73517
35, *, *, married, *, *, male, *, 70818
35, *, *, married, *, *, male, *, 59563
35, *, *, married, *, *, male, *, 90167
35, *, *, married, *, *, male, *, 84769
35, *, *, married, *, *, male, *, 72973
35, *, *, married, *, *, male, *, 92054
35, *, *, married, *, *, male, *, 65052
35, *, *, married, *, *, male, *, 39895
35, *, *, married, *, *, male, *, 71583
35, *, *, married, *, *, male, *, 92273
35, *, *, married, *, *, male, *, 103536
35, *, *, married, *, *, male, *, 54366
35, *, *, married, *, *, male, *, 50073
35, *, *, married, *, *, male, *, 73906
35, *, *, married, *, *, male, *, 47384
35, *, *, married, *, *, male, *, 89171
35, *, *, married, *, *, male, *, 80083
35, *, *, married, *, *, male, *, 51658
35, *, *, married, *, *, male, *, 47570
35, *, *, married, *, *, male, *, 58669
35, *, *, married, *, *, male, *, 26732
35, *, *, married, *, *, male, *, 89212
35, *, *, married, *, *, male, *, 105634
35, *, *, married, *, *, male, *, 69973
35, *, *, married, *, *, male, *, 83725
35, *, *, married, *, *, male, *, 35450
35, *, *, married, *, *, male, *, 61384
35, *, *, married, *, *, male, *, 136028
35, *, *, married, *, *, male, *, 44728
35, *, *, married, *, *, male, *, 86857
35, *, *, married, *, *, male, *, 106611
35, *, *, married, *, *, male, *, 34363
35, *, *, married, *, *, male, *, 47224
35, *, *, married, *, *, male, *, 41244
35, *, *, married, *, *, male, *, 73664
35, *, *, married, *, *, male, *, 39104
35, *, *, married, *, *, male, *, 64745
35, *, *, married, *, *, male, *, 51768
35, *, *, married, *, *, male, *, 82290
35, *, *, married, *, *, male, *, 50777
35, *, *, married, *, *, male, *, 36180
35, *, *, married, *, *, male, *, 57974
35, *, *, married, *, *, male, *, 73712
35, *, *, married, *, *, male, *, 70544
35, *, *, married, *, *, male, *, 69903
35, *, *, married, *, *, male, *, 98157
35, *, *, married, *, *, male, *, 40568
35, *, *, married, *, *, male, *, 51833
35, *, *, married, *, *, male, *, 71382
35, *, *, married, *, *, male, *, 69574
35, *, *, married, *, *, male, *, 93912
35, *, *, married, *, *, male, *, 89893
35, *, *, married, *, *, male, *, 52118
35, *, *, married, *, *, male, *, 56736
35, *, *, married, *, *, male, *, 50709
35, *, *, married, *, *, male, *, 48910
35, *, *, married, *, *, male, *, 72173
35, *, *, married, *, *, male, *, 43700
35, *, *, married, *, *, male, *, 74545
35, *, *, married, *, *, male, *, 72574
35, *, *, married, *, *, male, *, 85853
35, *, *, married, *, *, male, *, 94466
35, *, *, married, *, *, male, *, 81608
35, *, *, married, *, *, male, *, 74325
35, *, *, married, *, *, male, *, 77206
35, *, *, married, *, *, male, *, 44019
35, *, *, married, *, *, male, *, 89807
35, *, *, married, *, *, male, *, 53848
35, *, *, married, *, *, male, *, 63681
35, *, *, married, *, *, male, *, 25562
35, *, *, married, *, *, male, *, 92845
35, *, *, married, *, *, male, *, 115705
35, *, *, married, *, *, male, *, 37857
35, *, *, married, *, *, male, *, 76101
35, *, *, married, *, *, male, *, 41521
35, *, *, married, *, *, male, *, 35296
35, *, *, married, *, *, male, *, 50973
35, *, *, married, *, *, male, *, 56256
35, *, *, married, *, *, male, *, 84197
35, *, *, married, *, *, male, *, 67847
35, *, *, married, *, *, male, *, 48752
35, *, *, married, *, *, male, *, 61236
35, *, *, married, *, *, male, *, 110860
35, *, *, married, *, *, male, *, 88523
35, *, *, married, *, *, male, *, 51194
35, *, *, married, *, *, male, *, 57276
35, *, *, married, *, *, male, *, 82771
35, *, *, married, *, *, male, *, 67962
35, *, *, married, *, *, male, *, 49520
35, *, *, married, *, *, male, *, 48513
35, *, *, married, *, *, male, *, 38218
35, *, *, married, *, *, male, *, 71692
35, *, *, married, *, *, male, *, 43043
35, *, *, married, *, *, male, *, 84470
35, *, *, married, *, *, male, *, 97548
35, *, *, married, *, *, male, *, 126046
35, *, *, married, *, *, male, *, 127678
35, *, *, married, *, *, male, *, 58680
35, *, *, married, *, *, male, *, 83752
35, *, *, married, *, *, male, *, 62232
35, *, *, married, *, *, male, *, 116601
35, *, *, married, *, *, male, *, 83349
35, *, *, married, *, *, male, *, 73781
35, *, *, married, *, *, male, *, 88902
35, *, *, married, *, *, male, *, 62040
35, *, *, married, *, *, male, *, 55831
35, *, *, married, *, *, male, *, 62585
35, *, *, married, *, *, male, *, 57464
35, *, *, married, *, *, male, *, 79998
35, *, *, married, *, *, male, *, 110236
35, *, *, married, *, *, male, *, 115217
35, *, *, married, *, *, male, *, 43324
35, *, *, married, *, *, male, *, 45685
35, *, *, married, *, *, male, *, 101360
35, *, *, married, *, *, male, *, 86049
35, *, *, married, *, *, male, *, 95523
35, *, *, married, *, *, male, *, 46305
35, *, *, married, *, *, male, *, 100702
35, *, *, married, *, *, male, *, 88113
35, *, *, married, *, *, male, *, 42284
35, *, *, married, *, *, male, *, 69040
35, *, *, married, *, *, male, *, 47759
35, *, *, married, *, *, male, *, 83134
35, *, *, married, *, *, male, *, 37770
35, *, *, married, *, *, male, *, 41666
35, *, *, married, *, *, male, *, 76181
35, *, *, married, *, *, male, *, 118603
35, *, *, married, *, *, male, *, 79719
35, *, *, married, *, *, male, *, 68318
35, *, *, married, *, *, male, *, 104453
35, *, *, married, *, *, male, *, 59523
35, *, *, married, *, *, male, *, 60608
35, *, *, married, *, *, male, *, 99268
35, *, *, married, *, *, male, *, 31091
35, *, *, married, *, *, male, *, 46376
35, *, *, married, *, *, male, *, 14521
35, *, *, married, *, *, male, *, 38686
35, *, *, married, *, *, male, *, 54737
35, *, *, married, *, *, male, *, 65495
35, *, *, married, *, *, male, *, 76120
35, *, *, married, *, *, male, *, 90674
35, *, *, married, *, *, male, *, 71494
35, *, *, married, *, *, male, *, 73036
35, *, *, married, *, *, male, *, 42559
35, *, *, married, *, *, male, *, 83499
35, *, *, married, *, *, male, *, 61250
35, *, *, married, *, *, male, *, 78246
35, *, *, married, *, *, male, *, 41192
35, *, *, married, *, *, male, *, 62128
35, *, *, married, *, *, male, *, 131394
35, *, *, married, *, *, male, *, 73678
35, *, *, married, *, *, male, *, 117822
35, *, *, married, *, *, male, *, 51558
35, *, *, married, *, *, male, *, 41579
35, *, *, married, *, *, male, *, 83004
35, *, *, married, *, *, male, *, 40664
35, *, *, married, *, *, male, *, 59591
35, *, *, married, *, *, male, *, 81894
35, *, *, married, *, *, male, *, 64520
35, *, *, married, *, *, male, *, 85814
35, *, *, married, *, *, male, *, 69537
35, *, *, married, *, *, male, *, 74711
35, *, *, married, *, *, male, *, 83204
35, *, *, married, *, *, male, *, 87486
35, *, *, married, *, *, male, *, 71876
35, *, *, married, *, *, male, *, 52014
35, *, *, married, *, *, male, *, 70030
35, *, *, married, *, *, male, *, 85814
35, *, *, married, *, *, male, *, 50618
35, *, *, married, *, *, male, *, 35570
35, *, *, married, *, *, male, *, 87528
35, *, *, married, *, *, male, *, 89475
35, *, *, married, *, *, male, *, 71681
35, *, *, married, *, *, male, *, 61577
35, *, *, married, *, *, male, *, 61904
35, *, *, married, *, *, male, *, 77426
35, *, *, married, *, *, male, *, 64212
35, *, *, married, *, *, male, *, 73205
35, *, *, married, *, *, male, *, 35018
35, *, *, married, *, *, male, *, 88973
35, *, *, married, *, *, male, *, 85151
35, *, *, married, *, *, male, *, 81420
35, *, *, married, *, *, male, *, 56497
35, *, *, married, *, *, male, *, 72680
35, *, *, married, *, *, male, *, 62931
35, *, *, married, *, *, male, *, 53287
35, *, *, married, *, *, male, *, 63430
35, *, *, married, *, *, male, *, 76334
35, *, *, married, *, *, male, *, 72177
35, *, *, married, *, *, male, *, 39706
35, *, *, married, *, *, male, *, 87780
35, *, *, married, *, *, male, *, 99862
35, *, *, married, *, *, male, *, 66175
35, *, *, married, *, *, male, *, 58396
35, *, *, married, *, *, male, *, 40235
35, *, *, married, *, *, male, *, 70187
35, *, *, married, *, *, male, *, 81626
35, *, *, married, *, *, male, *, 71344
35, *, *, married, *, *, male, *, 67603
35, *, *, married, *, *, male, *, 46324
35, *, *, married, *, *, male, *, 111587
35, *, *, married, *, *, male, *, 59813
35, *, *, married, *, *, male, *, 68844
35, *, *, married, *, *, male, *, 93538
35, *, *, married, *, *, male, *, 113632
35, *, *, married, *, *, male, *, 89472
35, *, *, married, *, *, male, *, 71844
35, *, *, married, *, *, male, *, 88865
35, *, *, married, *, *, male, *, 87450
35, *, *, married, *, *, male, *, 91548
35, *, *, married, *, *, male, *, 96591
35, *, *, married, *, *, male, *, 69767
35, *, *, married, *, *, male, *, 80832
35, *, *, married, *, *, male, *, 82706
35, *, *, married, *, *, male, *, 53078
35, *, *, married, *, *, male, *, 79616
35, *, *, married, *, *, male, *, 115040
35, *, *, married, *, *, male, *, 97752
35, *, *, married, *, *, male, *, 64153
35, *, *, married, *, *, male, *, 112745
35, *, *, married, *, *, male, *, 117328
35, *, *, married, *, *, male, *, 117197
35, *, *, married, *, *, male, *, 111659
35, *, *, married, *, *, male, *, 78457
35, *, *, married, *, *, male, *, 57507
35, *, *, married, *, *, male, *, 81222
35, *, *, married, *, *, male, *, 139365
35, *, *, married, *, *, male, *, 82325
35, *, *, married, *, *, male, *, 95003
35, *, *, married, *, *, male, *, 53458
35, *, *, married, *, *, male, *, 93298
35, *, *, married, *, *, male, *, 82127
35, *, *, married, *, *, male, *, 134159
35, *, *, married, *, *, male, *, 138577
35, *, *, married, *, *, male, *, 98536
35, *, *, married, *, *, male, *, 55037
35, *, *, married, *, *, male, *, 49070
35, *, *, married, *, *, male, *, 69295
35, *, *, married, *, *, male, *, 116565
35, *, *, married, *, *, male, *, 47692
35, *, *, married, *, *, male, *, 75373
35, *, *, married, *, *, male, *, 95411
35, *, *, married, *, *, male, *, 89965
35, *, *, married, *, *, male, *, 73112
35, *, *, married, *, *, male, *, 48402
35, *, *, married, *, *, male, *, 83932
35, *, *, married, *, *, male, *, 57090
35, *, *, married, *, *, male, *, 114066
35, *, *, married, *, *, male, *, 82531
35, *, *, married, *, *, male, *, 75596
35, *, *, married, *, *, male, *, 55529
35, *, *, married, *, *, male, *, 86871
35, *, *, married, *, *, male, *, 98061
35, *, *, married, *, *, male, *, 47253
35, *, *, married, *, *, male, *, 52006
35, *, *, married, *, *, male, *, 74806
35, *, *, married, *, *, male, *, 59446
35, *, *, married, *, *, male, *, 93189
35, *, *, married, *, *, male, *, 115493
35, *, *, married, *, *, male, *, 86654
35, *, *, married, *, *, male, *, 53431
35, *, *, married, *, *, male, *, 119944
35, *, *, married, *, *, male, *, 65030
35, *, *, married, *, *, male, *, 68607
35, *, *, married, *, *, male, *, 66650
35, *, *, married, *, *, male, *, 81142
35, *, *, married, *, *, male, *, 47337
35, *, *, married, *, *, male, *, 104095
35, *, *, married, *, *, male, *, 74490
35, *, *, married, *, *, male, *, 121567
35, *, *, married, *, *, male, *, 47874
35, *, *, married, *, *, male, *, 62844
35, *, *, married, *, *, male, *, 43994
35, *, *, married, *, *, male, *, 114310
35, *, *, married, *, *, male, *, 76613
35, *, *, married, *, *, male, *, 99140
35, *, *, married, *, *, male, *, 44366
35, *, *, married, *, *, male, *, 53306
35, *, *, married, *, *, male, *, 44072
35, *, *, married, *, *, male, *, 53217
35, *, *, married, *, *, male, *, 90633
35, *, *, married, *, *, male, *, 39033
35, *, *, married, *, *, male, *, 107396
35, *, *, married, *, *, male, *, 39897
35, *, *, married, *, *, male, *, 99042
35, *, *, married, *, *, male, *, 82963
35, *, *, married, *, *, male, *, 66933
35, *, *, married, *, *, male, *, 81738
35, *, *, married, *, *, male, *, 48776
35, *, *, married, *, *, male, *, 102865
35, *, *, married, *, *, male, *, 111937
35, *, *, married, *, *, male, *, 119750
35, *, *, married, *, *, male, *, 114392
35, *, *, married, *, *, male, *, 104591
35, *, *, married, *, *, male, *, 59489
35, *, *, married, *, *, male, *, 40178
35, *, *, married, *, *, male, *, 60175
35, *, *, married, *, *, male, *, 53706
35, *, *, married, *, *, male, *, 66664
35, *, *, married, *, *, male, *, 41203
35, *, *, married, *, *, male, *, 74620
35, *, *, married, *, *, male, *, 90911
35, *, *, married, *, *, male, *, 55924
35, *, *, married, *, *, male, *, 40222
35, *, *, married, *, *, male, *, 67878
35, *, *, married, *, *, male, *, 112634
35, *, *, married, *, *, male, *, 63129
35, *, *, married, *, *, male, *, 86454
35, *, *, married, *, *, male, *, 48871
35, *, *, married, *, *, male, *, 91420
35, *, *, married, *, *, male, *, 39442
35, *, *, married, *, *, male, *, 47080
35, *, *, married, *, *, male, *, 136875
35, *, *, married, *, *, male, *, 70178
35, *, *, married, *, *, male, *, 98006
35, *, *, married, *, *, male, *, 71191
35, *, *, married, *, *, male, *, 137400
35, *, *, married, *, *, male, *, 68282
35, *, *, married, *, *, male, *, 104955
35, *, *, married, *, *, male, *, 47771
35, *, *, married, *, *, male, *, 73779
35, *, *, married, *, *, male, *, 56344
35, *, *, married, *, *, male, *, 68873
35, *, *, married, *, *, male, *, 131375
35, *, *, married, *, *, male, *, 67296
35, *, *, married, *, *, male, *, 93614
35, *, *, married, *, *, male, *, 74669
35, *, *, married, *, *, male, *, 57029
35, *, *, married, *, *, male, *, 46563
35, *, *, married, *, *, male, *, 51964
35, *, *, married, *, *, male, *, 46330
35, *, *, married, *, *, male, *, 49640
35, *, *, married, *, *, male, *, 39014
35, *, *, married, *, *, male, *, 89002
35, *, *, married, *, *, male, *, 63850
35, *, *, married, *, *, male, *, 47419
35, *, *, married, *, *, male, *, 84630
35, *, *, married, *, *, male, *, 45679
35, *, *, married, *, *, male, *, 47910
35, *, *, married, *, *, male, *, 44149
35, *, *, married, *, *, male, *, 84168
35, *, *, married, *, *, male, *, 76281
35, *, *, married, *, *, male, *, 80724
35, *, *, married, *, *, male, *, 74235
35, *, *, married, *, *, male, *, 70240
35, *, *, married, *, *, male, *, 94174
35, *, *, married, *, *, male, *, 75721
35, *, *, married, *, *, male, *, 72662
35, *, *, married, *, *, male, *, 75629
35, *, *, married, *, *, male, *, 64351
35, *, *, married, *, *, male, *, 91246
35, *, *, married, *, *, male, *, 51202
35, *, *, married, *, *, male, *, 90311
35, *, *, married, *, *, male, *, 78149
35, *, *, married, *, *, male, *, 66853
36 - 37, *, *, married, *, *, male, *, 83391
36 - 37, *, *, married, *, *, male, *, 73264
36 - 37, *, *, married, *, *, male, *, 52535
36 - 37, *, *, married, *, *, male, *, 98546
36 - 37, *, *, married, *, *, male, *, 85782
36 - 37, *, *, married, *, *, male, *, 81077
36 - 37, *, *, married, *, *, male, *, 42181
36 - 37, *, *, married, *, *, male, *, 5620
36 - 37, *, *, married, *, *, male, *, 49137
36 - 37, *, *, married, *, *, male, *, 86225
36 - 37, *, *, married, *, *, male, *, 72293
36 - 37, *, *, married, *, *, male, *, 68290
36 - 37, *, *, married, *, *, male, *, 73563
36 - 37, *, *, married, *, *, male, *, 76100
36 - 37, *, *, married, *, *, male, *, 93219
36 - 37, *, *, married, *, *, male, *, 128353
36 - 37, *, *, married, *, *, male, *, 99365
36 - 37, *, *, married, *, *, male, *, 89036
36 - 37, *, *, married, *, *, male, *, 92223
36 - 37, *, *, married, *, *, male, *, 33128
36 - 37, *, *, married, *, *, male, *, 105973
36 - 37, *, *, married, *, *, male, *, 41229
36 - 37, *, *, married, *, *, male, *, 93302
36 - 37, *, *, married, *, *, male, *, 69707
36 - 37, *, *, married, *, *, male, *, 10922
36 - 37, *, *, married, *, *, male, *, 91065
36 - 37, *, *, married, *, *, male, *, 73826
36 - 37, *, *, married, *, *, male, *, 76819
36 - 37, *, *, married, *, *, male, *, 97138
36 - 37, *, *, married, *, *, male, *, 103196
36 - 37, *, *, married, *, *, male, *, 81864
36 - 37, *, *, married, *, *, male, *, 74055
36 - 37, *, *, married, *, *, male, *, 50445
36 - 37, *, *, married, *, *, male, *, 120154
36 - 37, *, *, married, *, *, male, *, 38957
36 - 37, *, *, married, *, *, male, *, 54041
36 - 37, *, *, married, *, *, male, *, 72055
36 - 37, *, *, married, *, *, male, *, 68936
36 - 37, *, *, married, *, *, male, *, 8384
36 - 37, *, *, married, *, *, male, *, 127429
36 - 37, *, *, married, *, *, male, *, 84765
36 - 37, *, *, married, *, *, male, *, 75530
36 - 37, *, *, married, *, *, male, *, 135597
36 - 37, *, *, married, *, *, male, *, 62261
36 - 37, *, *, married, *, *, male, *, 86111
36 - 37, *, *, married, *, *, male, *, 51052
36 - 37, *, *, married, *, *, male, *, 108452
36 - 37, *, *, married, *, *, male, *, 86684
36 - 37, *, *, married, *, *, male, *, 40881
36 - 37, *, *, married, *, *, male, *, 66121
36 - 37, *, *, married, *, *, male, *, 52604
36 - 37, *, *, married, *, *, male, *, 15086
36 - 37, *, *, married, *, *, male, *, 42836
36 - 37, *, *, married, *, *, male, *, 47057
36 - 37, *, *, married, *, *, male, *, 64635
36 - 37, *, *, married, *, *, male, *, 60521
36 - 37, *, *, married, *, *, male, *, 85587
36 - 37, *, *, married, *, *, male, *, 85554
36 - 37, *, *, married, *, *, male, *, 109539
36 - 37, *, *, married, *, *, male, *, 68926
36 - 37, *, *, married, *, *, male, *, 72843
36 - 37, *, *, married, *, *, male, *, 80070
36 - 37, *, *, married, *, *, male, *, 7369
36 - 37, *, *, married, *, *, male, *, 44792
36 - 37, *, *, married, *, *, male, *, 113075
36 - 37, *, *, married, *, *, male, *, 57763
36 - 37, *, *, married, *, *, male, *, 117151
36 - 37, *, *, married, *, *, male, *, 94344
36 - 37, *, *, married, *, *, male, *, 73846
36 - 37, *, *, married, *, *, male, *, 91366
36 - 37, *, *, married, *, *, male, *, 19594
36 - 37, *, *, married, *, *, male, *, 64945
36 - 37, *, *, married, *, *, male, *, 55549
36 - 37, *, *, married, *, *, male, *, 71543
36 - 37, *, *, married, *, *, male, *, 6333
36 - 37, *, *, married, *, *, male, *, 15851
36 - 37, *, *, married, *, *, male, *, 42562
36 - 37, *, *, married, *, *, male, *, 18000
36 - 37, *, *, married, *, *, male, *, 37331
36 - 37, *, *, married, *, *, male, *, 19039
36 - 37, *, *, married, *, *, male, *, 93138
36 - 37, *, *, married, *, *, male, *, 8298
36 - 37, *, *, married, *, *, male, *, 36630
36 - 37, *, *, married, *, *, male, *, 28098
36 - 37, *, *, married, *, *, male, *, 5383
36 - 37, *, *, married, *, *, male, *, 16043
36 - 37, *, *, married, *, *, male, *, 43729
36 - 37, *, *, married, *, *, male, *, 6702
36 - 37, *, *, married, *, *, male, *, 6389
36 - 37, *, *, married, *, *, male, *, 47654
36 - 37, *, *, married, *, *, male, *, 12256
36 - 37, *, *, married, *, *, male, *, 36332
36 - 37, *, *, married, *, *, male, *, 11510
36 - 37, *, *, married, *, *, male, *, 77004
36 - 37, *, *, married, *, *, male, *, 56527
36 - 37, *, *, married, *, *, male, *, 49467
36 - 37, *, *, married, *, *, male, *, 53931
36 - 37, *, *, married, *, *, male, *, 69468
36 - 37, *, *, married, *, *, male, *, 78403
36 - 37, *, *, married, *, *, male, *, 42941
36 - 37, *, *, married, *, *, male, *, 124687
36 - 37, *, *, married, *, *, male, *, 61351
36 - 37, *, *, married, *, *, male, *, 82412
36 - 37, *, *, married, *, *, male, *, 57336
36 - 37, *, *, married, *, *, male, *, 49692
36 - 37, *, *, married, *, *, male, *, 100116
36 - 37, *, *, married, *, *, male, *, 72186
36 - 37, *, *, married, *, *, male, *, 71341
36 - 37, *, *, married, *, *, male, *, 80215
36 - 37, *, *, married, *, *, male, *, 89695
36 - 37, *, *, married, *, *, male, *, 105417
36 - 37, *, *, married, *, *, male, *, 45931
36 - 37, *, *, married, *, *, male, *, 81631
36 - 37, *, *, married, *, *, male, *, 84380
36 - 37, *, *, married, *, *, male, *, 72363
36 - 37, *, *, married, *, *, male, *, 74042
36 - 37, *, *, married, *, *, male, *, 97092
36 - 37, *, *, married, *, *, male, *, 48432
36 - 37, *, *, married, *, *, male, *, 103851
36 - 37, *, *, married, *, *, male, *, 53000
36 - 37, *, *, married, *, *, male, *, 64521
36 - 37, *, *, married, *, *, male, *, 88872
36 - 37, *, *, married, *, *, male, *, 85733
36 - 37, *, *, married, *, *, male, *, 59634
36 - 37, *, *, married, *, *, male, *, 96155
36 - 37, *, *, married, *, *, male, *, 55363
36 - 37, *, *, married, *, *, male, *, 73023
36 - 37, *, *, married, *, *, male, *, 48227
36 - 37, *, *, married, *, *, male, *, 90342
36 - 37, *, *, married, *, *, male, *, 57034
36 - 37, *, *, married, *, *, male, *, 115231
36 - 37, *, *, married, *, *, male, *, 69957
36 - 37, *, *, married, *, *, male, *, 43690
36 - 37, *, *, married, *, *, male, *, 51538
36 - 37, *, *, married, *, *, male, *, 67316
36 - 37, *, *, married, *, *, male, *, 44191
36 - 37, *, *, married, *, *, male, *, 53618
36 - 37, *, *, married, *, *, male, *, 87602
36 - 37, *, *, married, *, *, male, *, 73840
36 - 37, *, *, married, *, *, male, *, 93861
36 - 37, *, *, married, *, *, male, *, 75089
36 - 37, *, *, married, *, *, male, *, 72928
36 - 37, *, *, married, *, *, male, *, 97661
36 - 37, *, *, married, *, *, male, *, 89804
36 - 37, *, *, married, *, *, male, *, 105072
36 - 37, *, *, married, *, *, male, *, 54375
36 - 37, *, *, married, *, *, male, *, 42418
36 - 37, *, *, married, *, *, male, *, 87946
36 - 37, *, *, married, *, *, male, *, 43874
36 - 37, *, *, married, *, *, male, *, 108544
36 - 37, *, *, married, *, *, male, *, 98587
36 - 37, *, *, married, *, *, male, *, 73711
36 - 37, *, *, married, *, *, male, *, 53032
36 - 37, *, *, married, *, *, male, *, 50543
36 - 37, *, *, married, *, *, male, *, 92994
36 - 37, *, *, married, *, *, male, *, 109013
36 - 37, *, *, married, *, *, male, *, 92376
36 - 37, *, *, married, *, *, male, *, 48483
36 - 37, *, *, married, *, *, male, *, 111657
36 - 37, *, *, married, *, *, male, *, 82654
36 - 37, *, *, married, *, *, male, *, 92732
36 - 37, *, *, married, *, *, male, *, 35781
36 - 37, *, *, married, *, *, male, *, 78819
36 - 37, *, *, married, *, *, male, *, 51174
36 - 37, *, *, married, *, *, male, *, 48323
36 - 37, *, *, married, *, *, male, *, 45015
36 - 37, *, *, married, *, *, male, *, 49501
36 - 37, *, *, married, *, *, male, *, 73497
36 - 37, *, *, married, *, *, male, *, 27089
36 - 37, *, *, married, *, *, male, *, 78083
36 - 37, *, *, married, *, *, male, *, 87317
36 - 37, *, *, married, *, *, male, *, 49383
36 - 37, *, *, married, *, *, male, *, 52630
36 - 37, *, *, married, *, *, male, *, 44683
36 - 37, *, *, married, *, *, male, *, 48147
36 - 37, *, *, married, *, *, male, *, 30424
36 - 37, *, *, married, *, *, male, *, 37160
36 - 37, *, *, married, *, *, male, *, 58526
36 - 37, *, *, married, *, *, male, *, 89499
36 - 37, *, *, married, *, *, male, *, 6418
36 - 37, *, *, married, *, *, male, *, 69424
36 - 37, *, *, married, *, *, male, *, 52416
36 - 37, *, *, married, *, *, male, *, 42876
36 - 37, *, *, married, *, *, male, *, 81562
36 - 37, *, *, married, *, *, male, *, 56914
36 - 37, *, *, married, *, *, male, *, 83321
36 - 37, *, *, married, *, *, male, *, 82496
36 - 37, *, *, married, *, *, male, *, 74313
36 - 37, *, *, married, *, *, male, *, 64942
36 - 37, *, *, married, *, *, male, *, 58919
36 - 37, *, *, married, *, *, male, *, 86023
36 - 37, *, *, married, *, *, male, *, 65775
36 - 37, *, *, married, *, *, male, *, 81509
36 - 37, *, *, married, *, *, male, *, 48943
36 - 37, *, *, married, *, *, male, *, 49277
36 - 37, *, *, married, *, *, male, *, 36261
36 - 37, *, *, married, *, *, male, *, 39491
36 - 37, *, *, married, *, *, male, *, 42578
36 - 37, *, *, married, *, *, male, *, 36896
36 - 37, *, *, married, *, *, male, *, 58076
36 - 37, *, *, married, *, *, male, *, 91828
36 - 37, *, *, married, *, *, male, *, 84600
36 - 37, *, *, married, *, *, male, *, 74735
36 - 37, *, *, married, *, *, male, *, 41770
36 - 37, *, *, married, *, *, male, *, 96463
36 - 37, *, *, married, *, *, male, *, 52618
36 - 37, *, *, married, *, *, male, *, 63467
36 - 37, *, *, married, *, *, male, *, 79903
36 - 37, *, *, married, *, *, male, *, 80504
36 - 37, *, *, married, *, *, male, *, 84767
36 - 37, *, *, married, *, *, male, *, 68814
36 - 37, *, *, married, *, *, male, *, 66817
36 - 37, *, *, married, *, *, male, *, 37109
36 - 37, *, *, married, *, *, male, *, 43835
36 - 37, *, *, married, *, *, male, *, 90473
36 - 37, *, *, married, *, *, male, *, 49484
36 - 37, *, *, married, *, *, male, *, 86807
36 - 37, *, *, married, *, *, male, *, 77642
36 - 37, *, *, married, *, *, male, *, 69232
36 - 37, *, *, married, *, *, male, *, 50112
36 - 37, *, *, married, *, *, male, *, 90152
36 - 37, *, *, married, *, *, male, *, 35018
36 - 37, *, *, married, *, *, male, *, 76125
36 - 37, *, *, married, *, *, male, *, 44533
36 - 37, *, *, married, *, *, male, *, 74170
36 - 37, *, *, married, *, *, male, *, 61966
36 - 37, *, *, married, *, *, male, *, 114477
36 - 37, *, *, married, *, *, male, *, 68737
36 - 37, *, *, married, *, *, male, *, 121622
36 - 37, *, *, married, *, *, male, *, 70012
36 - 37, *, *, married, *, *, male, *, 87051
36 - 37, *, *, married, *, *, male, *, 56981
36 - 37, *, *, married, *, *, male, *, 42273
36 - 37, *, *, married, *, *, male, *, 52282
36 - 37, *, *, married, *, *, male, *, 65448
36 - 37, *, *, married, *, *, male, *, 78145
36 - 37, *, *, married, *, *, male, *, 98261
36 - 37, *, *, married, *, *, male, *, 105913
36 - 37, *, *, married, *, *, male, *, 56732
36 - 37, *, *, married, *, *, male, *, 67323
36 - 37, *, *, married, *, *, male, *, 57220
36 - 37, *, *, married, *, *, male, *, 36197
36 - 37, *, *, married, *, *, male, *, 68477
36 - 37, *, *, married, *, *, male, *, 105140
36 - 37, *, *, married, *, *, male, *, 46224
36 - 37, *, *, married, *, *, male, *, 82131
