20 - 26, *, pre-primary, married, *, *, *, *, 43685
33 - 37, government, pre-university, married, professional, *, *, north-america, 172488
33 - 37, government, pre-university, married, professional, *, *, north-america, 37930
33 - 37, government, pre-university, married, professional, *, *, north-america, 108143
33 - 37, government, pre-university, married, professional, *, *, north-america, 132392
33 - 37, government, pre-university, married, professional, *, *, north-america, 188842
33 - 37, government, pre-university, married, professional, *, *, north-america, 87049
33 - 37, government, pre-university, married, professional, *, *, north-america, 121499
33 - 37, government, pre-university, married, professional, *, *, north-america, 57304
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 168940
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 29873
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 112725
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 103943
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 12398
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 185906
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 42513
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 112167
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 127952
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 160079
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 107198
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 180402
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 119245
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 65307
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 104873
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 50280
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 18678
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 92550
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 59328
22 - 29, private, hs-grad, married, exec-managerial, *, male, *, 149067
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 12472
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 10369
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 51573
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 116368
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 132160
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 134965
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 198842
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 151770
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 97535
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 94990
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 119344
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 49583
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 177338
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 26272
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 15849
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 114607
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 116914
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 95450
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 83752
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 167487
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 63536
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 179732
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 18637
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 61147
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 108855
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 167558
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 27080
21 - 29, private, some-college, married-civ-spouse, exec-managerial, *, male, *, 167320
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 113730
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 116052
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 118832
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 43776
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 148109
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 182437
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 163120
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 107042
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 69082
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 75749
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 79792
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 140654
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 186613
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 89546
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 10145
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 31756
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 173157
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 24285
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 131008
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 191776
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 156089
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 173682
21 - 29, private, pre-university, married, prof-specialty, *, male, *, 77593
30 - 32, private, hs-grad, married, professional, white, male, *, 96368
30 - 32, private, hs-grad, married, professional, white, male, *, 50331
30 - 32, private, hs-grad, married, professional, white, male, *, 40465
30 - 32, private, hs-grad, married, professional, white, male, *, 103896
30 - 32, private, hs-grad, married, professional, white, male, *, 132885
30 - 32, private, hs-grad, married, professional, white, male, *, 13799
30 - 32, private, hs-grad, married, professional, white, male, *, 61864
30 - 32, private, hs-grad, married, professional, white, male, *, 47210
30 - 32, private, hs-grad, married, professional, white, male, *, 196678
30 - 32, private, hs-grad, married, professional, white, male, *, 113327
30 - 32, private, hs-grad, married, professional, white, male, *, 50696
30 - 32, private, hs-grad, married, professional, white, male, *, 136163
30 - 32, private, hs-grad, married, professional, white, male, *, 53466
30 - 32, private, hs-grad, married, professional, white, male, *, 167382
30 - 32, private, hs-grad, married, professional, white, male, *, 85708
30 - 32, private, hs-grad, married, professional, white, male, *, 34345
30 - 32, private, hs-grad, married, professional, white, male, *, 136419
30 - 32, private, hs-grad, married, professional, white, male, *, 189998
30 - 32, private, hs-grad, married, professional, white, male, *, 39428
30 - 32, private, hs-grad, married, professional, white, male, *, 39644
30 - 32, private, hs-grad, married, professional, white, male, *, 118162
30 - 32, private, hs-grad, married, professional, white, male, *, 107634
30 - 32, private, hs-grad, married, professional, white, male, *, 148227
30 - 32, private, hs-grad, married, professional, white, male, *, 20478
30 - 32, private, hs-grad, married, professional, white, male, *, 44618
30 - 32, private, hs-grad, married, professional, white, male, *, 16808
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 127811
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 156704
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 40392
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 48252
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 187227
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 44332
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 83724
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 179564
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 10776
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 176390
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 17197
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 78982
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 100700
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 77133
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 124392
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 62372
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 87609
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 69478
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 133289
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 50062
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 10612
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 162500
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 89016
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 19064
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 154531
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 38790
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 140636
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 182707
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 157644
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 21860
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 113617
30 - 32, private, some-college, married-civ-spouse, professional, *, male, *, 76030
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 87737
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 115344
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 172708
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 73343
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 71313
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 35189
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 99374
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 11397
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 76539
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 11432
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 126559
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 181875
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 36062
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 114770
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 49683
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 195465
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 161091
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 129857
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 57755
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 45865
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 166499
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 103507
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 83208
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 198963
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 155933
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 56917
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 42510
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 177848
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 188027
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 20920
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 114734
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 178346
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 172395
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 81349
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 115312
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 71059
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 147274
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 23212
33 - 37, private, hs-grad, married, exec-managerial, *, male, *, 195595
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 90927
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 15791
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 96121
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 34813
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 166818
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 170447
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 54997
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 97306
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 15145
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 54856
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 187748
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 32996
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 113476
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 71990
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 100591
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 129790
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 176240
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 181874
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 152415
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 39767
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 125761
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 176646
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 19705
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 31710
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 68154
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 53891
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 129033
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 65369
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 123748
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 115906
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 64774
33 - 35, private, some-college, married-civ-spouse, exec-managerial, *, male, north-america, 127099
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 105989
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 79130
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 172942
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 31540
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 31448
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 114594
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 118217
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 166899
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 82971
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 173251
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 144729
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 131130
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 148821
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 87819
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 41471
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 115991
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 189896
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 76505
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 21245
36 - 37, private, some-college, married, exec-managerial, *, male, north-america, 70413
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 99893
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 83854
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 113815
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 183230
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 161072
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 60198
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 154152
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 75404
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 88102
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 144310
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 156541
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 21878
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 135118
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 48462
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 82776
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 154404
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 66702
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 61555
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 35992
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 155703
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 141475
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 100446
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 155123
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 19006
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 40980
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 128923
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 103987
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 46391
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 76401
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 183241
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 51726
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 104749
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 148015
33 - 37, private, pre-university, married, prof-specialty, *, male, *, 180021
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 110878
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 34401
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 98340
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 176544
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 172167
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 27107
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 139884
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 44060
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 185052
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 88201
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 92567
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 65163
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 14937
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 169005
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 111728
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 181716
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 100249
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 192926
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 64445
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 21637
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 12064
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 92181
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 72690
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 92632
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 158001
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 109529
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 197110
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 143876
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 17566
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 119492
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 38942
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 47580
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 191257
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 119894
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 106238
25 - 37, self-emp-inc, pre-university, married, professional, *, male, *, 97165
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 167691
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 91603
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 55149
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 136358
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 76237
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 143061
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 37824
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 170595
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 140786
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 105968
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 76392
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 114728
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 38274
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 118114
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 71923
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 101134
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 52199
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 19795
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 171250
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 42505
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 133014
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 178024
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 104274
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 132942
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 135789
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 78092
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 34798
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 21614
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 186869
26 - 34, self-emp-not-inc, pre-university, married, professional, white, male, *, 130564
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 156452
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 188111
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 195700
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 154974
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 56994
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 114541
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 98859
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 114592
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 157028
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 135248
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 151207
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 31500
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 188036
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 29289
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 88570
35 - 37, self-emp-not-inc, pre-university, married, professional, white, male, *, 133751
18 - 31, non-government, pre-university, married, professional, *, female, *, 152969
18 - 31, non-government, pre-university, married, professional, *, female, *, 48161
18 - 31, non-government, pre-university, married, professional, *, female, *, 152330
18 - 31, non-government, pre-university, married, professional, *, female, *, 150471
18 - 31, non-government, pre-university, married, professional, *, female, *, 59996
18 - 31, non-government, pre-university, married, professional, *, female, *, 83393
18 - 31, non-government, pre-university, married, professional, *, female, *, 158749
18 - 31, non-government, pre-university, married, professional, *, female, *, 23684
18 - 31, non-government, pre-university, married, professional, *, female, *, 158532
18 - 31, non-government, pre-university, married, professional, *, female, *, 119454
18 - 31, non-government, pre-university, married, professional, *, female, *, 86074
18 - 31, non-government, pre-university, married, professional, *, female, *, 183625
18 - 31, non-government, pre-university, married, professional, *, female, *, 71350
18 - 31, non-government, pre-university, married, professional, *, female, *, 132860
18 - 31, non-government, pre-university, married, professional, *, female, *, 117882
18 - 31, non-government, pre-university, married, professional, *, female, *, 104762
18 - 31, non-government, pre-university, married, professional, *, female, *, 46272
18 - 31, non-government, pre-university, married, professional, *, female, *, 111356
18 - 31, non-government, pre-university, married, professional, *, female, *, 33173
18 - 31, non-government, pre-university, married, professional, *, female, *, 85188
18 - 31, non-government, pre-university, married, professional, *, female, *, 185171
18 - 31, non-government, pre-university, married, professional, *, female, *, 59586
18 - 31, non-government, pre-university, married, professional, *, female, *, 195432
18 - 31, non-government, pre-university, married, professional, *, female, *, 73370
18 - 31, non-government, pre-university, married, professional, *, female, *, 49217
18 - 31, non-government, pre-university, married, professional, *, female, *, 70448
18 - 31, non-government, pre-university, married, professional, *, female, *, 177330
18 - 31, non-government, pre-university, married, professional, *, female, *, 94436
18 - 31, non-government, pre-university, married, professional, *, female, *, 195234
18 - 31, non-government, pre-university, married, professional, *, female, *, 15547
18 - 31, non-government, pre-university, married, professional, *, female, *, 61359
18 - 31, non-government, pre-university, married, professional, *, female, *, 54967
18 - 31, non-government, pre-university, married, professional, *, female, *, 55781
18 - 31, non-government, pre-university, married, professional, *, female, *, 87658
18 - 31, non-government, pre-university, married, professional, *, female, *, 41903
18 - 31, non-government, pre-university, married, professional, *, female, *, 101597
18 - 31, non-government, pre-university, married, professional, *, female, *, 64694
32 - 37, non-government, pre-university, married, professional, *, female, *, 81230
32 - 37, non-government, pre-university, married, professional, *, female, *, 189770
32 - 37, non-government, pre-university, married, professional, *, female, *, 177493
32 - 37, non-government, pre-university, married, professional, *, female, *, 76491
32 - 37, non-government, pre-university, married, professional, *, female, *, 116317
32 - 37, non-government, pre-university, married, professional, *, female, *, 16271
32 - 37, non-government, pre-university, married, professional, *, female, *, 37755
32 - 37, non-government, pre-university, married, professional, *, female, *, 86831
32 - 37, non-government, pre-university, married, professional, *, female, *, 169008
32 - 37, non-government, pre-university, married, professional, *, female, *, 31920
32 - 37, non-government, pre-university, married, professional, *, female, *, 84742
32 - 37, non-government, pre-university, married, professional, *, female, *, 140207
32 - 37, non-government, pre-university, married, professional, *, female, *, 194112
32 - 37, non-government, pre-university, married, professional, *, female, *, 99685
32 - 37, non-government, pre-university, married, professional, *, female, *, 59180
32 - 37, non-government, pre-university, married, professional, *, female, *, 162615
32 - 37, non-government, pre-university, married, professional, *, female, *, 151227
32 - 37, non-government, pre-university, married, professional, *, female, *, 17729
32 - 37, non-government, pre-university, married, professional, *, female, *, 57204
32 - 37, non-government, pre-university, married, professional, *, female, *, 149425
32 - 37, non-government, pre-university, married, professional, *, female, *, 152643
32 - 37, non-government, pre-university, married, professional, *, female, *, 188905
32 - 37, non-government, pre-university, married, professional, *, female, *, 122025
32 - 37, non-government, pre-university, married, professional, *, female, *, 181267
32 - 37, non-government, pre-university, married, professional, *, female, *, 79064
32 - 37, non-government, pre-university, married, professional, *, female, *, 10124
32 - 37, non-government, pre-university, married, professional, *, female, *, 97104
32 - 37, non-government, pre-university, married, professional, *, female, *, 132554
32 - 37, non-government, pre-university, married, professional, *, female, *, 15292
32 - 37, non-government, pre-university, married, professional, *, female, *, 151447
32 - 37, non-government, pre-university, married, professional, *, female, *, 192387
32 - 37, non-government, pre-university, married, professional, *, female, *, 16796
32 - 37, non-government, pre-university, married, professional, *, female, *, 65082
32 - 37, non-government, pre-university, married, professional, *, female, *, 97002
22 - 31, government, pre-university, married, customer-service, *, male, *, 190598
22 - 31, government, pre-university, married, customer-service, *, male, *, 130178
22 - 31, government, pre-university, married, customer-service, *, male, *, 154603
