AGE, EMPLOYER, EDUCATION, MARRIAGE, JOB, RACE, GENDER, COUNTRY, SALARY
37,  Private,  HS-grad,  Divorced,  Craft-repair,  White,  Male,  United-States, 33022
44,  Local-gov,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 119189
33,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 104274
66,  ?,  7th-8th,  Divorced,  ?,  White,  Male,  United-States, 92683
56,  Private,  10th,  Married-civ-spouse,  Other-service,  White,  Male,  Cuba, 152198
24,  Private,  HS-grad,  Never-married,  Sales,  White,  Female,  United-States, 114028
37,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 114929
25,  Self-emp-not-inc,  HS-grad,  Never-married,  Sales,  Asian-Pac-Islander,  Female,  United-States, 191781
45,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 35666
33,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 31710
17,  ?,  10th,  Never-married,  ?,  White,  Male,  United-States, 100647
21,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 141218
31,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 166462
21,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 122116
36,  Private,  9th,  Divorced,  Handlers-cleaners,  White,  Male,  United-States, 183843
32,  Private,  HS-grad,  Separated,  Handlers-cleaners,  White,  Female,  United-States, 69462
59,  Self-emp-not-inc,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 162235
44,  Federal-gov,  Some-college,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 27744
74,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 109470
29,  Private,  10th,  Never-married,  Craft-repair,  White,  Male,  United-States, 186168
24,  Private,  Bachelors,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 165669
44,  Federal-gov,  Assoc-acdm,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 56388
19,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 153026
26,  Private,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 102234
43,  Private,  Some-college,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 127816
44,  Private,  Some-college,  Widowed,  Adm-clerical,  White,  Female,  United-States, 80886
58,  Private,  1st-4th,  Married-civ-spouse,  Other-service,  White,  Male,  Cuba, 68940
26,  Private,  Assoc-acdm,  Never-married,  Adm-clerical,  White,  Female,  United-States, 13134
50,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 115680
81,  ?,  Prof-school,  Married-civ-spouse,  ?,  White,  Male,  United-States, 136339
39,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 116135
33,  Private,  Some-college,  Never-married,  Adm-clerical,  Asian-Pac-Islander,  Female,  United-States, 91590
48,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 75931
30,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 42247
72,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 43767
32,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 149620
18,  Private,  11th,  Never-married,  Other-service,  White,  Female,  United-States, 18399
39,  Private,  Bachelors,  Married-civ-spouse,  Craft-repair,  White,  Female,  United-States, 114257
30,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 85188
23,  Private,  HS-grad,  Never-married,  Sales,  White,  Female,  United-States, 47655
22,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 105925
36,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 74268
19,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 97602
32,  Private,  10th,  Married-spouse-absent,  Other-service,  Black,  Female,  United-States, 74525
19,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 159370
37,  Local-gov,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 36588
38,  Private,  9th,  Married-civ-spouse,  Farming-fishing,  White,  Male,  Mexico, 173588
20,  Private,  Some-college,  Never-married,  Other-service,  White,  Male,  United-States, 161913
46,  Private,  Assoc-acdm,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 196546
28,  Private,  Assoc-acdm,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 131482
22,  Private,  Bachelors,  Never-married,  Sales,  White,  Female,  United-States, 176785
30,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 50696
51,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 113284
44,  Private,  Assoc-acdm,  Never-married,  Craft-repair,  White,  Male,  United-States, 10561
32,  Private,  9th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 56958
36,  Self-emp-inc,  7th-8th,  Never-married,  Craft-repair,  Black,  Male,  United-States, 187847
26,  Private,  Bachelors,  Never-married,  Adm-clerical,  Black,  Male,  United-States, 98483
44,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 74178
43,  State-gov,  Assoc-voc,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 58978
33,  Self-emp-not-inc,  Some-college,  Never-married,  Farming-fishing,  White,  Male,  United-States, 64544
48,  Private,  HS-grad,  Divorced,  Craft-repair,  White,  Male,  United-States, 115443
47,  Private,  Prof-school,  Divorced,  Adm-clerical,  White,  Male,  United-States, 190635
36,  Private,  Masters,  Never-married,  Adm-clerical,  White,  Male,  United-States, 135768
40,  Federal-gov,  Masters,  Never-married,  Tech-support,  White,  Female,  United-States, 130315
59,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 39002
61,  Private,  HS-grad,  Divorced,  Adm-clerical,  Black,  Female,  United-States, 131202
25,  Private,  12th,  Never-married,  Craft-repair,  White,  Male,  United-States, 39348
32,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 157444
19,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 138761
33,  Private,  1st-4th,  Never-married,  Sales,  White,  Female,  United-States, 54693
21,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Female,  United-States, 66142
63,  Private,  12th,  Widowed,  Sales,  White,  Female,  United-States, 132156
29,  Self-emp-not-inc,  HS-grad,  Never-married,  Transport-moving,  Black,  Male,  United-States, 134918
20,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 44013
76,  ?,  5th-6th,  Widowed,  ?,  White,  Female,  United-States, 106483
36,  Private,  HS-grad,  Never-married,  Priv-house-serv,  Black,  Female,  ?, 135707
61,  Local-gov,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 34043
33,  Private,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  Black,  Male,  United-States, 35065
36,  Private,  HS-grad,  Separated,  Sales,  Black,  Female,  United-States, 79392
48,  Local-gov,  HS-grad,  Never-married,  Exec-managerial,  White,  Female,  United-States, 66927
22,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 71363
18,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 94666
23,  Self-emp-inc,  HS-grad,  Never-married,  Transport-moving,  White,  Male,  United-States, 178190
44,  Private,  Some-college,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 128102
25,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 166523
21,  ?,  Some-college,  Married-civ-spouse,  ?,  White,  Male,  United-States, 99633
45,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 66677
18,  ?,  11th,  Never-married,  ?,  Black,  Male,  United-States, 195934
55,  State-gov,  Doctorate,  Married-civ-spouse,  Prof-specialty,  Asian-Pac-Islander,  Male,  ?, 162316
38,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 152099
60,  Private,  Some-college,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 16560
44,  Private,  12th,  Never-married,  Transport-moving,  Black,  Male,  United-States, 157054
72,  Private,  9th,  Married-civ-spouse,  Exec-managerial,  Asian-Pac-Islander,  Female,  United-States, 176946
52,  Private,  10th,  Divorced,  Other-service,  White,  Female,  United-States, 112425
46,  Private,  Assoc-voc,  Divorced,  Tech-support,  White,  Female,  United-States, 106392
63,  Federal-gov,  HS-grad,  Widowed,  Handlers-cleaners,  Black,  Male,  United-States, 153855
63,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 115335
47,  Federal-gov,  Bachelors,  Married-civ-spouse,  Protective-serv,  Black,  Male,  United-States, 83928
45,  Private,  11th,  Divorced,  Adm-clerical,  White,  Female,  United-States, 46664
36,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 102852
32,  Private,  Bachelors,  Never-married,  Protective-serv,  Black,  Male,  United-States, 145977
33,  Private,  Assoc-voc,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 166467
27,  Private,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 107994
49,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 164606
63,  ?,  Bachelors,  Widowed,  ?,  White,  Female,  United-States, 15946
42,  Local-gov,  Bachelors,  Separated,  Exec-managerial,  White,  Male,  United-States, 133709
58,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 59159
64,  Private,  10th,  Separated,  Other-service,  White,  Female,  United-States, 81887
28,  Local-gov,  Assoc-acdm,  Never-married,  Adm-clerical,  White,  Female,  United-States, 94040
41,  Private,  7th-8th,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 18795
35,  Private,  HS-grad,  Divorced,  Sales,  White,  Female,  United-States, 165123
57,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Black,  Male,  United-States, 171002
49,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 90769
41,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 41586
23,  Private,  HS-grad,  Never-married,  Craft-repair,  Black,  Female,  United-States, 183558
36,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 130304
38,  Self-emp-not-inc,  Some-college,  Divorced,  Craft-repair,  White,  Male,  United-States, 53029
32,  Private,  Some-college,  Married-civ-spouse,  Protective-serv,  Black,  Male,  United-States, 107657
62,  Private,  Assoc-voc,  Divorced,  Sales,  White,  Female,  United-States, 49089
39,  Private,  Assoc-acdm,  Widowed,  Adm-clerical,  White,  Female,  United-States, 173479
32,  Self-emp-inc,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 183600
33,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 186681
59,  Local-gov,  Bachelors,  Married-civ-spouse,  Protective-serv,  Black,  Male,  United-States, 63666
64,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 115556
47,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  Puerto-Rico, 52531
34,  Private,  Assoc-voc,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 131873
45,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 78976
34,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 168052
38,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 128817
44,  Private,  Some-college,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 120417
27,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 190223
28,  Private,  11th,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 124525
42,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 158805
32,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 128751
28,  ?,  Bachelors,  Never-married,  ?,  Black,  Female,  Germany, 13665
34,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 51084
33,  Local-gov,  HS-grad,  Widowed,  Other-service,  White,  Female,  United-States, 151173
35,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 81349
19,  Private,  11th,  Divorced,  Sales,  White,  Female,  United-States, 18486
17,  ?,  10th,  Never-married,  ?,  White,  Male,  United-States, 92782
65,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 128598
48,  Local-gov,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 152391
38,  Private,  Some-college,  Never-married,  Sales,  Black,  Female,  United-States, 136954
30,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 106733
28,  Private,  Bachelors,  Divorced,  Craft-repair,  White,  Male,  United-States, 137270
51,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 89589
39,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 100642
25,  Federal-gov,  HS-grad,  Never-married,  Adm-clerical,  Black,  Male,  United-States, 55518
43,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 142165
42,  Private,  Some-college,  Married-civ-spouse,  Tech-support,  White,  Female,  United-States, 38443
39,  Private,  HS-grad,  Divorced,  Exec-managerial,  White,  Male,  United-States, 193901
41,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 91999
49,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 52409
26,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 198234
39,  Private,  Some-college,  Never-married,  Other-service,  Black,  Female,  United-States, 101089
54,  Private,  5th-6th,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 198345
19,  ?,  Some-college,  Never-married,  ?,  Black,  Male,  United-States, 98580
19,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 41976
37,  Private,  9th,  Separated,  Priv-house-serv,  White,  Female,  Mexico, 70211
45,  Private,  9th,  Married-civ-spouse,  Handlers-cleaners,  Asian-Pac-Islander,  Male,  India, 23952
24,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 172219
37,  Private,  Assoc-acdm,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 47168
36,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 158646
72,  ?,  Bachelors,  Separated,  ?,  White,  Female,  United-States, 115006
20,  Private,  HS-grad,  Never-married,  Farming-fishing,  White,  Male,  United-States, 33424
33,  Private,  11th,  Separated,  Machine-op-inspct,  White,  Male,  United-States, 48227
46,  Private,  Some-college,  Never-married,  Exec-managerial,  Black,  Male,  United-States, 104889
68,  Private,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 152868
49,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 148711
20,  Private,  11th,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 29259
40,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 70052
24,  Self-emp-not-inc,  Some-college,  Never-married,  Prof-specialty,  Asian-Pac-Islander,  Male,  United-States, 16183
43,  State-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 162040
39,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 92325
26,  Private,  Some-college,  Divorced,  Handlers-cleaners,  White,  Male,  United-States, 136443
23,  Private,  Bachelors,  Never-married,  Other-service,  White,  Female,  United-States, 114278
41,  ?,  Assoc-voc,  Married-civ-spouse,  ?,  White,  Male,  United-States, 74746
39,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 82987
52,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Black,  Male,  United-States, 33274
25,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 120449
39,  Self-emp-inc,  Assoc-voc,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 78489
52,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  ?, 13227
45,  State-gov,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 72096
22,  Private,  11th,  Never-married,  Sales,  White,  Female,  United-States, 142412
27,  Private,  HS-grad,  Married-spouse-absent,  Sales,  White,  Female,  United-States, 172589
17,  Private,  10th,  Never-married,  Prof-specialty,  Other,  Female,  United-States, 153338
63,  Private,  10th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 183473
41,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 122304
49,  State-gov,  Assoc-voc,  Divorced,  Adm-clerical,  Black,  Female,  United-States, 119641
26,  Private,  Some-college,  Separated,  Sales,  White,  Female,  United-States, 124388
46,  Private,  9th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  Guatemala, 86517
44,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 71055
38,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  Black,  Male,  ?, 66255
35,  Private,  HS-grad,  Divorced,  Craft-repair,  White,  Male,  United-States, 101962
55,  ?,  Masters,  Married-civ-spouse,  ?,  White,  Male,  United-States, 114890
26,  Private,  11th,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 191219
38,  Private,  HS-grad,  Divorced,  Machine-op-inspct,  White,  Male,  United-States, 60040
56,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 137556
24,  ?,  HS-grad,  Divorced,  ?,  Black,  Female,  United-States, 47580
36,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 181285
82,  Self-emp-inc,  Some-college,  Widowed,  Sales,  White,  Male,  United-States, 116915
35,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 75469
28,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 100546
42,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 100006
24,  Private,  Some-college,  Never-married,  Prof-specialty,  Black,  Male,  United-States, 35877
27,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 191011
18,  Private,  12th,  Never-married,  Other-service,  White,  Male,  United-States, 107028
30,  Private,  Assoc-voc,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 197929
39,  Private,  Some-college,  Divorced,  Exec-managerial,  White,  Female,  United-States, 56495
62,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Male,  United-States, 14007
37,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Transport-moving,  White,  Male,  ?, 107455
48,  Private,  HS-grad,  Divorced,  Exec-managerial,  White,  Female,  United-States, 110841
32,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 98482
25,  State-gov,  Some-college,  Never-married,  Tech-support,  Black,  Male,  United-States, 22748
26,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Black,  Male,  United-States, 39291
29,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 51439
44,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 176888
42,  Private,  Masters,  Divorced,  Prof-specialty,  White,  Male,  United-States, 32546
35,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 172989
46,  Private,  7th-8th,  Married-spouse-absent,  Priv-house-serv,  White,  Female,  Guatemala, 197734
18,  Private,  11th,  Never-married,  Other-service,  White,  Male,  United-States, 155731
61,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Transport-moving,  Black,  Male,  United-States, 95637
30,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Female,  United-States, 30895
18,  Private,  11th,  Never-married,  Sales,  White,  Female,  Mexico, 77102
50,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 20475
73,  Private,  HS-grad,  Widowed,  Other-service,  White,  Female,  United-States, 103422
22,  ?,  Some-college,  Never-married,  ?,  Asian-Pac-Islander,  Female,  South-Korea, 124944
61,  Private,  Some-college,  Divorced,  Other-service,  White,  Male,  United-States, 113499
45,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 121603
54,  Private,  Doctorate,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 110495
76,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 141224
40,  Private,  HS-grad,  Divorced,  Adm-clerical,  Black,  Male,  United-States, 86074
42,  Federal-gov,  11th,  Never-married,  Tech-support,  White,  Male,  United-States, 95986
35,  Local-gov,  Assoc-voc,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 33503
34,  Private,  11th,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 184069
50,  Private,  HS-grad,  Divorced,  Craft-repair,  White,  Male,  United-States, 181935
24,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 26907
33,  Private,  7th-8th,  Separated,  Handlers-cleaners,  Black,  Male,  Haiti, 117144
28,  Private,  Some-college,  Married-civ-spouse,  Sales,  Other,  Male,  ?, 115303
36,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Female,  United-States, 91711
52,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Exec-managerial,  Asian-Pac-Islander,  Male,  Philippines, 113920
26,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 38575
59,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 44427
33,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 80522
77,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 49687
62,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 150253
36,  Self-emp-not-inc,  Bachelors,  Never-married,  Farming-fishing,  White,  Male,  Mexico, 194785
62,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 159437
38,  Private,  5th-6th,  Married-civ-spouse,  Sales,  White,  Male,  Mexico, 194761
48,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 65455
26,  Private,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 174966
32,  Private,  Prof-school,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 21986
34,  State-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 132282
54,  Private,  Bachelors,  Never-married,  Other-service,  Black,  Female,  United-States, 197751
19,  ?,  HS-grad,  Never-married,  ?,  Black,  Male,  United-States, 27880
27,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 72573
21,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 29778
19,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 45417
22,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 40772
74,  Private,  HS-grad,  Divorced,  Handlers-cleaners,  White,  Female,  United-States, 124387
60,  Local-gov,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 128904
47,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 168906
31,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 119207
18,  Private,  10th,  Never-married,  Other-service,  White,  Male,  United-States, 124676
48,  Private,  Bachelors,  Divorced,  Exec-managerial,  White,  Male,  United-States, 51466
49,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  Canada, 110589
66,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 15360
23,  State-gov,  Bachelors,  Never-married,  Tech-support,  White,  Female,  United-States, 192428
32,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 119526
58,  Private,  Bachelors,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 81479
35,  Private,  HS-grad,  Divorced,  Exec-managerial,  White,  Female,  United-States, 181829
29,  Private,  Some-college,  Never-married,  Tech-support,  White,  Male,  United-States, 19724
34,  Private,  Assoc-voc,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 40613
59,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 77350
43,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 77946
38,  Private,  Assoc-voc,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 84340
19,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 118596
58,  State-gov,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 113836
58,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 73284
18,  Federal-gov,  Some-college,  Never-married,  Sales,  White,  Female,  United-States, 18135
44,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 98063
41,  Local-gov,  Assoc-voc,  Divorced,  Craft-repair,  White,  Female,  United-States, 160464
35,  Private,  HS-grad,  Divorced,  Exec-managerial,  White,  Female,  United-States, 111122
35,  Private,  HS-grad,  Divorced,  Handlers-cleaners,  Black,  Female,  United-States, 81198
44,  Private,  HS-grad,  Divorced,  Craft-repair,  White,  Male,  United-States, 38565
34,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 106093
25,  Private,  5th-6th,  Never-married,  Machine-op-inspct,  White,  Male,  Mexico, 53238
33,  Private,  11th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 23486
33,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 149677
19,  Private,  HS-grad,  Never-married,  Sales,  White,  Male,  United-States, 73316
50,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 63478
24,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 31205
28,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  Cuba, 184547
24,  Private,  Some-college,  Married-civ-spouse,  Other-service,  White,  Female,  United-States, 199969
29,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 67298
38,  Private,  Assoc-voc,  Never-married,  Tech-support,  White,  Male,  United-States, 163875
25,  Private,  Some-college,  Never-married,  Tech-support,  White,  Male,  Mexico, 123594
30,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 84345
36,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 87859
43,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 15829
56,  Federal-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  Puerto-Rico, 122439
24,  Private,  5th-6th,  Never-married,  Craft-repair,  White,  Male,  El-Salvador, 50366
36,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 100654
