17 - 25, *, *, married, *, *, male, *, 76623
26 - 28, *, *, not-married, *, *, male, *, 87104
26 - 28, *, *, not-married, *, *, male, *, 109443
26 - 28, *, *, not-married, *, *, male, *, 51160
26 - 28, *, *, not-married, *, *, male, *, 45884
26 - 28, *, *, not-married, *, *, male, *, 52640
26 - 28, *, *, not-married, *, *, male, *, 74549
26 - 28, *, *, not-married, *, *, male, *, 104412
26 - 28, *, *, not-married, *, *, male, *, 45663
26 - 28, *, *, not-married, *, *, male, *, 57413
26 - 28, *, *, not-married, *, *, male, *, 83623
26 - 28, *, *, not-married, *, *, male, *, 79552
26 - 28, *, *, not-married, *, *, male, *, 72797
26 - 28, *, *, not-married, *, *, male, *, 89077
26 - 28, *, *, not-married, *, *, male, *, 60857
26 - 28, *, *, not-married, *, *, male, *, 70538
26 - 28, *, *, not-married, *, *, male, *, 77819
26 - 28, *, *, not-married, *, *, male, *, 92010
26 - 28, *, *, not-married, *, *, male, *, 64092
26 - 28, *, *, not-married, *, *, male, *, 60992
26 - 28, *, *, not-married, *, *, male, *, 52102
26 - 28, *, *, not-married, *, *, male, *, 56238
26 - 28, *, *, not-married, *, *, male, *, 39406
26 - 28, *, *, not-married, *, *, male, *, 92735
26 - 28, *, *, not-married, *, *, male, *, 125053
26 - 28, *, *, not-married, *, *, male, *, 99521
26 - 28, *, *, not-married, *, *, male, *, 40300
26 - 28, *, *, not-married, *, *, male, *, 35678
26 - 28, *, *, not-married, *, *, male, *, 67339
26 - 28, *, *, not-married, *, *, male, *, 65601
26 - 28, *, *, not-married, *, *, male, *, 58381
26 - 28, *, *, not-married, *, *, male, *, 35449
26 - 28, *, *, not-married, *, *, male, *, 77831
26 - 28, *, *, not-married, *, *, male, *, 66980
26 - 28, *, *, not-married, *, *, male, *, 78487
26 - 28, *, *, not-married, *, *, male, *, 72534
26 - 28, *, *, not-married, *, *, male, *, 78557
26 - 28, *, *, not-married, *, *, male, *, 90275
26 - 28, *, *, not-married, *, *, male, *, 68103
26 - 28, *, *, not-married, *, *, male, *, 39943
26 - 28, *, *, not-married, *, *, male, *, 84119
26 - 28, *, *, not-married, *, *, male, *, 40315
26 - 28, *, *, not-married, *, *, male, *, 40553
26 - 28, *, *, not-married, *, *, male, *, 57790
26 - 28, *, *, not-married, *, *, male, *, 47935
26 - 28, *, *, not-married, *, *, male, *, 85259
26 - 28, *, *, not-married, *, *, male, *, 92483
26 - 28, *, *, not-married, *, *, male, *, 40030
26 - 28, *, *, not-married, *, *, male, *, 25993
26 - 28, *, *, not-married, *, *, male, *, 72763
26 - 28, *, *, not-married, *, *, male, *, 21393
26 - 28, *, *, not-married, *, *, male, *, 106354
26 - 28, *, *, not-married, *, *, male, *, 88350
26 - 28, *, *, not-married, *, *, male, *, 81096
26 - 28, *, *, not-married, *, *, male, *, 125411
26 - 28, *, *, not-married, *, *, male, *, 53032
26 - 28, *, *, not-married, *, *, male, *, 81005
26 - 28, *, *, not-married, *, *, male, *, 65873
26 - 28, *, *, not-married, *, *, male, *, 36817
26 - 28, *, *, not-married, *, *, male, *, 42496
26 - 28, *, *, not-married, *, *, male, *, 44204
26 - 28, *, *, not-married, *, *, male, *, 92780
26 - 28, *, *, not-married, *, *, male, *, 59279
26 - 28, *, *, not-married, *, *, male, *, 59766
26 - 28, *, *, not-married, *, *, male, *, 80179
26 - 28, *, *, not-married, *, *, male, *, 75783
26 - 28, *, *, not-married, *, *, male, *, 45501
26 - 28, *, *, not-married, *, *, male, *, 50943
26 - 28, *, *, not-married, *, *, male, *, 70130
26 - 28, *, *, not-married, *, *, male, *, 81283
26 - 28, *, *, not-married, *, *, male, *, 70927
26 - 28, *, *, not-married, *, *, male, *, 72276
26 - 28, *, *, not-married, *, *, male, *, 60930
26 - 28, *, *, not-married, *, *, male, *, 45609
26 - 28, *, *, not-married, *, *, male, *, 130305
26 - 28, *, *, not-married, *, *, male, *, 41972
26 - 28, *, *, not-married, *, *, male, *, 40385
26 - 28, *, *, not-married, *, *, male, *, 45170
26 - 28, *, *, not-married, *, *, male, *, 96074
26 - 28, *, *, not-married, *, *, male, *, 57858
26 - 28, *, *, not-married, *, *, male, *, 45420
26 - 28, *, *, not-married, *, *, male, *, 47047
26 - 28, *, *, not-married, *, *, male, *, 51878
26 - 28, *, *, not-married, *, *, male, *, 65415
26 - 28, *, *, not-married, *, *, male, *, 71103
26 - 28, *, *, not-married, *, *, male, *, 65993
26 - 28, *, *, not-married, *, *, male, *, 56215
26 - 28, *, *, not-married, *, *, male, *, 37188
26 - 28, *, *, not-married, *, *, male, *, 88037
26 - 28, *, *, not-married, *, *, male, *, 73003
26 - 28, *, *, not-married, *, *, male, *, 41251
26 - 28, *, *, not-married, *, *, male, *, 81344
26 - 28, *, *, not-married, *, *, male, *, 91080
26 - 28, *, *, not-married, *, *, male, *, 46399
26 - 28, *, *, not-married, *, *, male, *, 112953
26 - 28, *, *, not-married, *, *, male, *, 64267
26 - 28, *, *, not-married, *, *, male, *, 77339
26 - 28, *, *, not-married, *, *, male, *, 61844
26 - 28, *, *, not-married, *, *, male, *, 80298
26 - 28, *, *, not-married, *, *, male, *, 60551
26 - 28, *, *, not-married, *, *, male, *, 45255
26 - 28, *, *, not-married, *, *, male, *, 113138
26 - 28, *, *, not-married, *, *, male, *, 125189
26 - 28, *, *, not-married, *, *, male, *, 59400
26 - 28, *, *, not-married, *, *, male, *, 55125
26 - 28, *, *, not-married, *, *, male, *, 42420
26 - 28, *, *, not-married, *, *, male, *, 49967
26 - 28, *, *, not-married, *, *, male, *, 36988
26 - 28, *, *, not-married, *, *, male, *, 88141
26 - 28, *, *, not-married, *, *, male, *, 94114
26 - 28, *, *, not-married, *, *, male, *, 87685
26 - 28, *, *, not-married, *, *, male, *, 68220
26 - 28, *, *, not-married, *, *, male, *, 49459
26 - 28, *, *, not-married, *, *, male, *, 35937
26 - 28, *, *, not-married, *, *, male, *, 45724
26 - 28, *, *, not-married, *, *, male, *, 73896
26 - 28, *, *, not-married, *, *, male, *, 79290
26 - 28, *, *, not-married, *, *, male, *, 87688
26 - 28, *, *, not-married, *, *, male, *, 40426
26 - 28, *, *, not-married, *, *, male, *, 52707
26 - 28, *, *, not-married, *, *, male, *, 49861
26 - 28, *, *, not-married, *, *, male, *, 37355
26 - 28, *, *, not-married, *, *, male, *, 67328
26 - 28, *, *, not-married, *, *, male, *, 64336
26 - 28, *, *, not-married, *, *, male, *, 23272
26 - 28, *, *, not-married, *, *, male, *, 69378
26 - 28, *, *, not-married, *, *, male, *, 43060
26 - 28, *, *, not-married, *, *, male, *, 79350
26 - 28, *, *, not-married, *, *, male, *, 62756
26 - 28, *, *, not-married, *, *, male, *, 43738
26 - 28, *, *, not-married, *, *, male, *, 80525
26 - 28, *, *, not-married, *, *, male, *, 93415
26 - 28, *, *, not-married, *, *, male, *, 72624
26 - 28, *, *, not-married, *, *, male, *, 79963
26 - 28, *, *, not-married, *, *, male, *, 78087
26 - 28, *, *, not-married, *, *, male, *, 116017
26 - 28, *, *, not-married, *, *, male, *, 93085
26 - 28, *, *, not-married, *, *, male, *, 23651
26 - 28, *, *, not-married, *, *, male, *, 79433
26 - 28, *, *, not-married, *, *, male, *, 46358
26 - 28, *, *, not-married, *, *, male, *, 91069
26 - 28, *, *, not-married, *, *, male, *, 37073
26 - 28, *, *, not-married, *, *, male, *, 65293
26 - 28, *, *, not-married, *, *, male, *, 77878
26 - 28, *, *, not-married, *, *, male, *, 88258
26 - 28, *, *, not-married, *, *, male, *, 75292
26 - 28, *, *, not-married, *, *, male, *, 80670
26 - 28, *, *, not-married, *, *, male, *, 53686
26 - 28, *, *, not-married, *, *, male, *, 64080
26 - 28, *, *, not-married, *, *, male, *, 72367
26 - 28, *, *, not-married, *, *, male, *, 63671
26 - 28, *, *, not-married, *, *, male, *, 119864
26 - 28, *, *, not-married, *, *, male, *, 108887
26 - 28, *, *, not-married, *, *, male, *, 109744
26 - 28, *, *, not-married, *, *, male, *, 106113
26 - 28, *, *, not-married, *, *, male, *, 43769
26 - 28, *, *, not-married, *, *, male, *, 132991
26 - 28, *, *, not-married, *, *, male, *, 87787
26 - 28, *, *, not-married, *, *, male, *, 77578
26 - 28, *, *, not-married, *, *, male, *, 66836
26 - 28, *, *, not-married, *, *, male, *, 56435
26 - 28, *, *, not-married, *, *, male, *, 88709
26 - 28, *, *, not-married, *, *, male, *, 42671
26 - 28, *, *, not-married, *, *, male, *, 107659
26 - 28, *, *, not-married, *, *, male, *, 106015
26 - 28, *, *, not-married, *, *, male, *, 46753
26 - 28, *, *, not-married, *, *, male, *, 64700
26 - 28, *, *, not-married, *, *, male, *, 52714
26 - 28, *, *, not-married, *, *, male, *, 58819
26 - 28, *, *, not-married, *, *, male, *, 79748
26 - 28, *, *, not-married, *, *, male, *, 39267
26 - 28, *, *, not-married, *, *, male, *, 118947
26 - 28, *, *, not-married, *, *, male, *, 47336
26 - 28, *, *, not-married, *, *, male, *, 53382
26 - 28, *, *, not-married, *, *, male, *, 61351
26 - 28, *, *, not-married, *, *, male, *, 93037
26 - 28, *, *, not-married, *, *, male, *, 115826
26 - 28, *, *, not-married, *, *, male, *, 82469
26 - 28, *, *, not-married, *, *, male, *, 111263
26 - 28, *, *, not-married, *, *, male, *, 101665
26 - 28, *, *, not-married, *, *, male, *, 74392
26 - 28, *, *, not-married, *, *, male, *, 74361
26 - 28, *, *, not-married, *, *, male, *, 43101
26 - 28, *, *, not-married, *, *, male, *, 46829
26 - 28, *, *, not-married, *, *, male, *, 68178
26 - 28, *, *, not-married, *, *, male, *, 68472
26 - 28, *, *, not-married, *, *, male, *, 108535
26 - 28, *, *, not-married, *, *, male, *, 43866
26 - 28, *, *, not-married, *, *, male, *, 50117
26 - 28, *, *, not-married, *, *, male, *, 119745
26 - 28, *, *, not-married, *, *, male, *, 108396
26 - 28, *, *, not-married, *, *, male, *, 40526
26 - 28, *, *, not-married, *, *, male, *, 120847
26 - 28, *, *, not-married, *, *, male, *, 67424
26 - 28, *, *, not-married, *, *, male, *, 76802
26 - 28, *, *, not-married, *, *, male, *, 111887
26 - 28, *, *, not-married, *, *, male, *, 93608
26 - 28, *, *, not-married, *, *, male, *, 74204
26 - 28, *, *, not-married, *, *, male, *, 45188
26 - 28, *, *, not-married, *, *, male, *, 56458
26 - 28, *, *, not-married, *, *, male, *, 89185
26 - 28, *, *, not-married, *, *, male, *, 84173
26 - 28, *, *, not-married, *, *, male, *, 135300
26 - 28, *, *, not-married, *, *, male, *, 75759
26 - 28, *, *, not-married, *, *, male, *, 137249
26 - 28, *, *, not-married, *, *, male, *, 90434
26 - 28, *, *, not-married, *, *, male, *, 71339
26 - 28, *, *, not-married, *, *, male, *, 53451
26 - 28, *, *, not-married, *, *, male, *, 94928
26 - 28, *, *, not-married, *, *, male, *, 134585
26 - 28, *, *, not-married, *, *, male, *, 90018
26 - 28, *, *, not-married, *, *, male, *, 82846
26 - 28, *, *, not-married, *, *, male, *, 94549
26 - 28, *, *, not-married, *, *, male, *, 45970
26 - 28, *, *, not-married, *, *, male, *, 73950
26 - 28, *, *, not-married, *, *, male, *, 119287
26 - 28, *, *, not-married, *, *, male, *, 103847
26 - 28, *, *, not-married, *, *, male, *, 55624
26 - 28, *, *, not-married, *, *, male, *, 86188
26 - 28, *, *, not-married, *, *, male, *, 122005
26 - 28, *, *, not-married, *, *, male, *, 68312
26 - 28, *, *, not-married, *, *, male, *, 89234
26 - 28, *, *, not-married, *, *, male, *, 73640
26 - 28, *, *, not-married, *, *, male, *, 92011
26 - 28, *, *, not-married, *, *, male, *, 57259
26 - 28, *, *, not-married, *, *, male, *, 60029
26 - 28, *, *, not-married, *, *, male, *, 71964
26 - 28, *, *, not-married, *, *, male, *, 66707
26 - 28, *, *, not-married, *, *, male, *, 91092
26 - 28, *, *, not-married, *, *, male, *, 72461
26 - 28, *, *, not-married, *, *, male, *, 115600
26 - 28, *, *, not-married, *, *, male, *, 53782
26 - 28, *, *, not-married, *, *, male, *, 110527
26 - 28, *, *, not-married, *, *, male, *, 66781
26 - 28, *, *, not-married, *, *, male, *, 113969
26 - 28, *, *, not-married, *, *, male, *, 106612
26 - 28, *, *, not-married, *, *, male, *, 73848
26 - 28, *, *, not-married, *, *, male, *, 46384
26 - 28, *, *, not-married, *, *, male, *, 79701
26 - 28, *, *, not-married, *, *, male, *, 65476
26 - 28, *, *, not-married, *, *, male, *, 82630
26 - 28, *, *, not-married, *, *, male, *, 46574
26 - 28, *, *, not-married, *, *, male, *, 104089
26 - 28, *, *, not-married, *, *, male, *, 62253
26 - 28, *, *, not-married, *, *, male, *, 76745
26 - 28, *, *, not-married, *, *, male, *, 76348
26 - 28, *, *, not-married, *, *, male, *, 47601
26 - 28, *, *, not-married, *, *, male, *, 85623
26 - 28, *, *, not-married, *, *, male, *, 37502
26 - 28, *, *, not-married, *, *, male, *, 108964
26 - 28, *, *, not-married, *, *, male, *, 128318
26 - 28, *, *, not-married, *, *, male, *, 86911
26 - 28, *, *, not-married, *, *, male, *, 71513
26 - 28, *, *, not-married, *, *, male, *, 54417
26 - 28, *, *, not-married, *, *, male, *, 74207
26 - 28, *, *, not-married, *, *, male, *, 92949
26 - 28, *, *, not-married, *, *, male, *, 63860
26 - 28, *, *, not-married, *, *, male, *, 39010
26 - 28, *, *, not-married, *, *, male, *, 58821
26 - 28, *, *, not-married, *, *, male, *, 80130
26 - 28, *, *, not-married, *, *, male, *, 129086
26 - 28, *, *, not-married, *, *, male, *, 85235
26 - 28, *, *, not-married, *, *, male, *, 42338
26 - 28, *, *, not-married, *, *, male, *, 93338
26 - 28, *, *, not-married, *, *, male, *, 36680
26 - 28, *, *, not-married, *, *, male, *, 53198
26 - 28, *, *, not-married, *, *, male, *, 55187
26 - 28, *, *, not-married, *, *, male, *, 63286
26 - 28, *, *, not-married, *, *, male, *, 87691
26 - 28, *, *, not-married, *, *, male, *, 62942
26 - 28, *, *, not-married, *, *, male, *, 78290
26 - 28, *, *, not-married, *, *, male, *, 61497
26 - 28, *, *, not-married, *, *, male, *, 61452
26 - 28, *, *, not-married, *, *, male, *, 66937
26 - 28, *, *, not-married, *, *, male, *, 94765
26 - 28, *, *, not-married, *, *, male, *, 37097
26 - 28, *, *, not-married, *, *, male, *, 46583
26 - 28, *, *, not-married, *, *, male, *, 85019
26 - 28, *, *, not-married, *, *, male, *, 66065
26 - 28, *, *, not-married, *, *, male, *, 119070
26 - 28, *, *, not-married, *, *, male, *, 76612
26 - 28, *, *, not-married, *, *, male, *, 78057
26 - 28, *, *, not-married, *, *, male, *, 84743
26 - 28, *, *, not-married, *, *, male, *, 47770
26 - 28, *, *, not-married, *, *, male, *, 37405
26 - 28, *, *, not-married, *, *, male, *, 99642
26 - 28, *, *, not-married, *, *, male, *, 47154
26 - 28, *, *, not-married, *, *, male, *, 81763
26 - 28, *, *, not-married, *, *, male, *, 111129
26 - 28, *, *, not-married, *, *, male, *, 71587
26 - 28, *, *, not-married, *, *, male, *, 77348
26 - 28, *, *, not-married, *, *, male, *, 58740
26 - 28, *, *, not-married, *, *, male, *, 43969
26 - 28, *, *, not-married, *, *, male, *, 85547
26 - 28, *, *, not-married, *, *, male, *, 79751
26 - 28, *, *, not-married, *, *, male, *, 67760
26 - 28, *, *, not-married, *, *, male, *, 87232
26 - 28, *, *, not-married, *, *, male, *, 46057
26 - 28, *, *, not-married, *, *, male, *, 55067
26 - 28, *, *, not-married, *, *, male, *, 110804
26 - 28, *, *, not-married, *, *, male, *, 52611
26 - 28, *, *, not-married, *, *, male, *, 95602
26 - 28, *, *, not-married, *, *, male, *, 97814
26 - 28, *, *, not-married, *, *, male, *, 62112
26 - 28, *, *, not-married, *, *, male, *, 100403
26 - 28, *, *, not-married, *, *, male, *, 61862
26 - 28, *, *, not-married, *, *, male, *, 101554
26 - 28, *, *, not-married, *, *, male, *, 57098
26 - 28, *, *, not-married, *, *, male, *, 56288
26 - 28, *, *, not-married, *, *, male, *, 81028
26 - 28, *, *, not-married, *, *, male, *, 43758
26 - 28, *, *, not-married, *, *, male, *, 54521
26 - 28, *, *, not-married, *, *, male, *, 119284
26 - 28, *, *, not-married, *, *, male, *, 82685
26 - 28, *, *, not-married, *, *, male, *, 112321
26 - 28, *, *, not-married, *, *, male, *, 42090
26 - 28, *, *, not-married, *, *, male, *, 79496
26 - 28, *, *, not-married, *, *, male, *, 107832
26 - 28, *, *, not-married, *, *, male, *, 67217
26 - 28, *, *, not-married, *, *, male, *, 90649
26 - 28, *, *, not-married, *, *, male, *, 38618
26 - 28, *, *, not-married, *, *, male, *, 79787
26 - 28, *, *, not-married, *, *, male, *, 61576
26 - 28, *, *, not-married, *, *, male, *, 90451
26 - 28, *, *, not-married, *, *, male, *, 41814
26 - 28, *, *, not-married, *, *, male, *, 67180
26 - 28, *, *, not-married, *, *, male, *, 51412
26 - 28, *, *, not-married, *, *, male, *, 61438
26 - 28, *, *, not-married, *, *, male, *, 73471
26 - 28, *, *, not-married, *, *, male, *, 69291
26 - 28, *, *, not-married, *, *, male, *, 65732
26 - 28, *, *, not-married, *, *, male, *, 60633
26 - 28, *, *, not-married, *, *, male, *, 58306
26 - 28, *, *, not-married, *, *, male, *, 110844
26 - 28, *, *, not-married, *, *, male, *, 80538
26 - 28, *, *, not-married, *, *, male, *, 42325
26 - 28, *, *, not-married, *, *, male, *, 37179
26 - 28, *, *, not-married, *, *, male, *, 80556
26 - 28, *, *, not-married, *, *, male, *, 90515
26 - 28, *, *, not-married, *, *, male, *, 96141
26 - 28, *, *, not-married, *, *, male, *, 88104
26 - 28, *, *, not-married, *, *, male, *, 119148
26 - 28, *, *, not-married, *, *, male, *, 57176
26 - 28, *, *, not-married, *, *, male, *, 64746
26 - 28, *, *, not-married, *, *, male, *, 96094
26 - 28, *, *, not-married, *, *, male, *, 102231
26 - 28, *, *, not-married, *, *, male, *, 98116
26 - 28, *, *, not-married, *, *, male, *, 55278
26 - 28, *, *, not-married, *, *, male, *, 51219
26 - 28, *, *, not-married, *, *, male, *, 97311
26 - 28, *, *, not-married, *, *, male, *, 109483
26 - 28, *, *, not-married, *, *, male, *, 68369
26 - 28, *, *, not-married, *, *, male, *, 61499
26 - 28, *, *, not-married, *, *, male, *, 55419
26 - 28, *, *, not-married, *, *, male, *, 51658
26 - 28, *, *, not-married, *, *, male, *, 114999
26 - 28, *, *, not-married, *, *, male, *, 83186
26 - 28, *, *, not-married, *, *, male, *, 101627
26 - 28, *, *, not-married, *, *, male, *, 135927
26 - 28, *, *, not-married, *, *, male, *, 76806
26 - 28, *, *, not-married, *, *, male, *, 104060
26 - 28, *, *, not-married, *, *, male, *, 103960
26 - 28, *, *, not-married, *, *, male, *, 93900
26 - 28, *, *, not-married, *, *, male, *, 95575
26 - 28, *, *, not-married, *, *, male, *, 65484
26 - 28, *, *, not-married, *, *, male, *, 45091
26 - 28, *, *, not-married, *, *, male, *, 92841
26 - 28, *, *, not-married, *, *, male, *, 119474
26 - 28, *, *, not-married, *, *, male, *, 121602
26 - 28, *, *, not-married, *, *, male, *, 93065
26 - 28, *, *, not-married, *, *, male, *, 104072
26 - 28, *, *, not-married, *, *, male, *, 114885
26 - 28, *, *, not-married, *, *, male, *, 70930
26 - 28, *, *, not-married, *, *, male, *, 75191
26 - 28, *, *, not-married, *, *, male, *, 54925
26 - 28, *, *, not-married, *, *, male, *, 55098
26 - 28, *, *, not-married, *, *, male, *, 96617
26 - 28, *, *, not-married, *, *, male, *, 45390
26 - 28, *, *, not-married, *, *, male, *, 94553
26 - 28, *, *, not-married, *, *, male, *, 57749
26 - 28, *, *, not-married, *, *, male, *, 81594
26 - 28, *, *, not-married, *, *, male, *, 84284
26 - 28, *, *, not-married, *, *, male, *, 89040
26 - 28, *, *, not-married, *, *, male, *, 48506
26 - 28, *, *, not-married, *, *, male, *, 94331
26 - 28, *, *, not-married, *, *, male, *, 40599
26 - 28, *, *, not-married, *, *, male, *, 37583
26 - 28, *, *, not-married, *, *, male, *, 70531
26 - 28, *, *, not-married, *, *, male, *, 89935
26 - 28, *, *, not-married, *, *, male, *, 59636
26 - 28, *, *, not-married, *, *, male, *, 62525
26 - 28, *, *, not-married, *, *, male, *, 61803
26 - 28, *, *, not-married, *, *, male, *, 59512
26 - 28, *, *, not-married, *, *, male, *, 86512
26 - 28, *, *, not-married, *, *, male, *, 136097
26 - 28, *, *, not-married, *, *, male, *, 75888
26 - 28, *, *, not-married, *, *, male, *, 44916
26 - 28, *, *, not-married, *, *, male, *, 43812
26 - 28, *, *, not-married, *, *, male, *, 75041
26 - 28, *, *, not-married, *, *, male, *, 77570
26 - 28, *, *, not-married, *, *, male, *, 50411
26 - 28, *, *, not-married, *, *, male, *, 83221
26 - 28, *, *, not-married, *, *, male, *, 68648
26 - 28, *, *, not-married, *, *, male, *, 82438
26 - 28, *, *, not-married, *, *, male, *, 55119
26 - 28, *, *, not-married, *, *, male, *, 39638
26 - 28, *, *, not-married, *, *, male, *, 56938
26 - 28, *, *, not-married, *, *, male, *, 82185
26 - 28, *, *, not-married, *, *, male, *, 87476
26 - 28, *, *, not-married, *, *, male, *, 42457
26 - 28, *, *, not-married, *, *, male, *, 71927
26 - 28, *, *, not-married, *, *, male, *, 90863
26 - 28, *, *, not-married, *, *, male, *, 87256
26 - 28, *, *, not-married, *, *, male, *, 106291
26 - 28, *, *, not-married, *, *, male, *, 82333
26 - 28, *, *, not-married, *, *, male, *, 70724
26 - 28, *, *, not-married, *, *, male, *, 81684
26 - 28, *, *, not-married, *, *, male, *, 77635
26 - 28, *, *, not-married, *, *, male, *, 85072
26 - 28, *, *, not-married, *, *, male, *, 47948
26 - 28, *, *, not-married, *, *, male, *, 52493
26 - 28, *, *, not-married, *, *, male, *, 90651
26 - 28, *, *, not-married, *, *, male, *, 71205
26 - 28, *, *, not-married, *, *, male, *, 90146
26 - 28, *, *, not-married, *, *, male, *, 46345
26 - 28, *, *, not-married, *, *, male, *, 81029
26 - 28, *, *, not-married, *, *, male, *, 94435
26 - 28, *, *, not-married, *, *, male, *, 48197
26 - 28, *, *, not-married, *, *, male, *, 70186
26 - 28, *, *, not-married, *, *, male, *, 42873
26 - 28, *, *, not-married, *, *, male, *, 39279
26 - 28, *, *, not-married, *, *, male, *, 35699
26 - 28, *, *, not-married, *, *, male, *, 38422
26 - 28, *, *, not-married, *, *, male, *, 47806
26 - 28, *, *, not-married, *, *, male, *, 37180
26 - 28, *, *, not-married, *, *, male, *, 51186
26 - 28, *, *, not-married, *, *, male, *, 49364
26 - 28, *, *, not-married, *, *, male, *, 66839
26 - 28, *, *, not-married, *, *, male, *, 40003
26 - 28, *, *, not-married, *, *, male, *, 76217
26 - 28, *, *, not-married, *, *, male, *, 93614
26 - 28, *, *, not-married, *, *, male, *, 75208
26 - 28, *, *, not-married, *, *, male, *, 39606
26 - 28, *, *, not-married, *, *, male, *, 132259
26 - 28, *, *, not-married, *, *, male, *, 80293
29 - 31, *, *, not-married, *, *, male, *, 76776
29 - 31, *, *, not-married, *, *, male, *, 45816
29 - 31, *, *, not-married, *, *, male, *, 46986
29 - 31, *, *, not-married, *, *, male, *, 43933
29 - 31, *, *, not-married, *, *, male, *, 69313
29 - 31, *, *, not-married, *, *, male, *, 81326
29 - 31, *, *, not-married, *, *, male, *, 124519
29 - 31, *, *, not-married, *, *, male, *, 74518
29 - 31, *, *, not-married, *, *, male, *, 56591
29 - 31, *, *, not-married, *, *, male, *, 52368
29 - 31, *, *, not-married, *, *, male, *, 69068
29 - 31, *, *, not-married, *, *, male, *, 46998
29 - 31, *, *, not-married, *, *, male, *, 61242
29 - 31, *, *, not-married, *, *, male, *, 50121
29 - 31, *, *, not-married, *, *, male, *, 40719
29 - 31, *, *, not-married, *, *, male, *, 108904
29 - 31, *, *, not-married, *, *, male, *, 97506
29 - 31, *, *, not-married, *, *, male, *, 71896
29 - 31, *, *, not-married, *, *, male, *, 69498
29 - 31, *, *, not-married, *, *, male, *, 66402
29 - 31, *, *, not-married, *, *, male, *, 68929
29 - 31, *, *, not-married, *, *, male, *, 61838
29 - 31, *, *, not-married, *, *, male, *, 111758
29 - 31, *, *, not-married, *, *, male, *, 66728
29 - 31, *, *, not-married, *, *, male, *, 69119
29 - 31, *, *, not-married, *, *, male, *, 97307
29 - 31, *, *, not-married, *, *, male, *, 80008
29 - 31, *, *, not-married, *, *, male, *, 38360
29 - 31, *, *, not-married, *, *, male, *, 75837
29 - 31, *, *, not-married, *, *, male, *, 84895
29 - 31, *, *, not-married, *, *, male, *, 90618
29 - 31, *, *, not-married, *, *, male, *, 82102
29 - 31, *, *, not-married, *, *, male, *, 79978
29 - 31, *, *, not-married, *, *, male, *, 46170
29 - 31, *, *, not-married, *, *, male, *, 7790
29 - 31, *, *, not-married, *, *, male, *, 77582
29 - 31, *, *, not-married, *, *, male, *, 83750
29 - 31, *, *, not-married, *, *, male, *, 59203
29 - 31, *, *, not-married, *, *, male, *, 56157
29 - 31, *, *, not-married, *, *, male, *, 52380
29 - 31, *, *, not-married, *, *, male, *, 66491
29 - 31, *, *, not-married, *, *, male, *, 49730
29 - 31, *, *, not-married, *, *, male, *, 67584
29 - 31, *, *, not-married, *, *, male, *, 84854
29 - 31, *, *, not-married, *, *, male, *, 106450
29 - 31, *, *, not-married, *, *, male, *, 69681
29 - 31, *, *, not-married, *, *, male, *, 50385
29 - 31, *, *, not-married, *, *, male, *, 57279
29 - 31, *, *, not-married, *, *, male, *, 83502
29 - 31, *, *, not-married, *, *, male, *, 86403
29 - 31, *, *, not-married, *, *, male, *, 100799
29 - 31, *, *, not-married, *, *, male, *, 71349
29 - 31, *, *, not-married, *, *, male, *, 83198
29 - 31, *, *, not-married, *, *, male, *, 91119
29 - 31, *, *, not-married, *, *, male, *, 83625
29 - 31, *, *, not-married, *, *, male, *, 80917
29 - 31, *, *, not-married, *, *, male, *, 91860
29 - 31, *, *, not-married, *, *, male, *, 131151
29 - 31, *, *, not-married, *, *, male, *, 42945
29 - 31, *, *, not-married, *, *, male, *, 59485
29 - 31, *, *, not-married, *, *, male, *, 88616
29 - 31, *, *, not-married, *, *, male, *, 45292
29 - 31, *, *, not-married, *, *, male, *, 84295
29 - 31, *, *, not-married, *, *, male, *, 16093
29 - 31, *, *, not-married, *, *, male, *, 19091
29 - 31, *, *, not-married, *, *, male, *, 22377
29 - 31, *, *, not-married, *, *, male, *, 6776
29 - 31, *, *, not-married, *, *, male, *, 7518
29 - 31, *, *, not-married, *, *, male, *, 17894
29 - 31, *, *, not-married, *, *, male, *, 10144
29 - 31, *, *, not-married, *, *, male, *, 76059
29 - 31, *, *, not-married, *, *, male, *, 65437
29 - 31, *, *, not-married, *, *, male, *, 81710
29 - 31, *, *, not-married, *, *, male, *, 85104
29 - 31, *, *, not-married, *, *, male, *, 61029
29 - 31, *, *, not-married, *, *, male, *, 10811
29 - 31, *, *, not-married, *, *, male, *, 103794
29 - 31, *, *, not-married, *, *, male, *, 54818
29 - 31, *, *, not-married, *, *, male, *, 44904
29 - 31, *, *, not-married, *, *, male, *, 62120
29 - 31, *, *, not-married, *, *, male, *, 103323
29 - 31, *, *, not-married, *, *, male, *, 81437
29 - 31, *, *, not-married, *, *, male, *, 70239
29 - 31, *, *, not-married, *, *, male, *, 64246
29 - 31, *, *, not-married, *, *, male, *, 90442
29 - 31, *, *, not-married, *, *, male, *, 45035
29 - 31, *, *, not-married, *, *, male, *, 70960
29 - 31, *, *, not-married, *, *, male, *, 45441
29 - 31, *, *, not-married, *, *, male, *, 76959
29 - 31, *, *, not-married, *, *, male, *, 30896
29 - 31, *, *, not-married, *, *, male, *, 48578
29 - 31, *, *, not-married, *, *, male, *, 82155
29 - 31, *, *, not-married, *, *, male, *, 49409
