17-37.0, *, pre-primary, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, <=50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, <=50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
38.0-90, *, 10th, not-married, *, *, male, *, >50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, <=50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, <=50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
17-37.0, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, <=50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, <=50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
38.0-90, *, 10th, not-married, *, *, female, *, >50K
